C1,A1,action,strength,C1_afteraction,A1_afteraction
0.8442999999999999,9.036,change A1 (A1 coarse),50.0,0.9629,5.042
0.8127000000000001,4.999,change A1 (A1 coarse),50.0,0.5701,3.518
1.17,3.764,change A1 (A1 coarse),50.0,0.5782999999999999,3.333
1.894,15.07,change A1 (A1 coarse),50.0,2.099,8.433
1.692,8.787,change A1 (A1 coarse),50.0,2.442,5.888
1.859,5.625,change A1 (A1 coarse),50.0,1.638,2.161
3.33,16.35,change A1 (A1 coarse),30.0,3.4,13.7
4.223,14.11,change A1 (A1 coarse),75.0,3.875,6.654
4.378,7.257,change A1 (A1 coarse),75.0,3.955,3.227
3.341,11.9,change A1 (A1 coarse),50.0,3.104,9.979
3.308,9.77,change A1 (A1 coarse),50.0,3.479,5.821
3.462,5.486,change A1 (A1 coarse),50.0,3.317,3.803
3.146,4.131,change A1 (A1 coarse),50.0,3.422,2.723
-3.428,5.024,change A1 (A1 coarse),50.0,-3.812,2.268
-2.5,5.032,change A1 (A1 coarse),50.0,-2.404,3.148
-2.473,5.548,change A1 (A1 coarse),50.0,-1.822,1.915
0.2063,4.918,change A1 (A1 coarse),50.0,0.4928,4.712
0.4693,3.171,change A1 (A1 coarse),50.0,0.3655,3.286
0.014480000000000002,2.283,change A1 (A1 coarse),50.0,0.331,1.209
-3.341,2.729,change A1 (A1 coarse),50.0,-3.309,1.076
-3.07,3.498,change A1 (A1 coarse),50.0,-2.387,3.598
-3.065,3.363,change A1 (A1 coarse),50.0,-2.003,1.773
2.575,15.42,change A1 (A1 coarse),50.0,1.609,8.621
1.609,8.621,change A1 (A1 coarse),50.0,0.7731,6.133
0.7731,6.133,change A1 (A1 coarse),50.0,1.605,3.453
0.59,2.012,change A1 (A1 coarse),50.0,-0.05135,2.217
0.24580000000000002,2.568,change A1 (A1 coarse),50.0,0.6079,2.357
-0.0381,2.447,change A1 (A1 coarse),50.0,0.061590000000000006,1.371
1.599,6.23,change A1 (A1 coarse),50.0,0.5387000000000001,4.517
0.5387000000000001,4.517,change A1 (A1 coarse),50.0,0.6306,3.716
0.6306,3.716,change A1 (A1 coarse),50.0,1.129,1.915
0.7599,3.457,change A1 (A1 coarse),50.0,0.4953,2.442
1.15,3.325,change A1 (A1 coarse),50.0,1.267,1.626
1.698,5.871,change A1 (A1 coarse),50.0,1.44,3.4
1.252,2.388,change A1 (A1 coarse),50.0,0.8037000000000001,2.351
0.4298,3.555,change A1 (A1 coarse),50.0,0.7843,0.326
3.511,6.146,change A1 (A1 coarse),50.0,3.908,6.463
2.826,6.735,change A1 (A1 coarse),50.0,-1.077,4.814
-0.9434,4.861,change A1 (A1 coarse),50.0,-0.46430000000000005,3.407
-0.517,3.084,change A1 (A1 coarse),50.0,-0.5865,1.867
-0.728,2.948,change A1 (A1 coarse),50.0,-0.7335,1.969
0.18230000000000002,1.489,change A1 (A1 coarse),50.0,0.06324,1.468
4.855,8.435,change A1 (A1 coarse),50.0,4.907,5.243
5.054,5.731,change A1 (A1 coarse),50.0,1.53,3.401
-0.4,4.265,change A1 (A1 coarse),50.0,-0.4952,4.621
-0.4952,4.621,change A1 (A1 coarse),50.0,-0.3753,3.61
0.2675,3.077,change A1 (A1 coarse),50.0,0.5287999999999999,1.954
-2.76,20.36,change A1 (A1 coarse),50.0,7.573,1.86
7.842,15.44,change A1 (A1 coarse),50.0,8.286,10.5
7.768,10.43,change A1 (A1 coarse),50.0,9.374,8.379
9.374,8.379,change A1 (A1 coarse),50.0,9.262,9.443
-1.611,9.702,change A1 (A1 coarse),50.0,-3.64,2.794
-2.591,8.609,change A1 (A1 coarse),50.0,-2.395,6.425
-2.434,6.754,change A1 (A1 coarse),50.0,-2.471,2.893
-2.504,3.119,change A1 (A1 coarse),50.0,-2.393,1.743
5.638,0.4049,change A1 (A1 coarse),50.0,5.231,1.331
6.626,6.323,change A1 (A1 coarse),50.0,6.54,5.348
6.54,5.348,change A1 (A1 coarse),50.0,7.084,2.902
7.084,2.902,change A1 (A1 coarse),50.0,6.373,1.698
6.499,2.522,change A1 (A1 coarse),50.0,1.537,0.7505000000000001
1.418,2.355,change A1 (A1 coarse),50.0,1.958,2.049
1.958,2.049,change A1 (A1 coarse),50.0,2.083,2.51
2.083,2.51,change A1 (A1 coarse),50.0,1.448,0.6059
2.584,5.848,change A1 (A1 coarse),50.0,2.462,3.909
2.658,4.048,change A1 (A1 coarse),50.0,2.361,1.577
2.361,1.577,change A1 (A1 coarse),50.0,2.658,2.423
2.658,2.423,change A1 (A1 coarse),50.0,2.791,1.67
2.791,1.67,change A1 (A1 coarse),50.0,2.476,2.016
2.476,2.016,change A1 (A1 coarse),50.0,2.367,1.078
2.458,0.5746,change A1 (A1 coarse),50.0,2.319,1.256
2.332,1.141,change A1 (A1 coarse),50.0,2.471,0.8366
6.141,2.095,change A1 (A1 coarse),50.0,5.692,1.785
5.692,1.785,change A1 (A1 coarse),50.0,5.946,1.844
5.946,1.844,change A1 (A1 coarse),50.0,6.55,1.611
-0.007958,11.98,change A1 (A1 coarse),50.0,-0.7607999999999999,11.7
0.374,10.01,change A1 (A1 coarse),50.0,0.9949,5.349
0.9949,5.349,change A1 (A1 coarse),50.0,0.8107000000000001,3.831
0.8107000000000001,3.831,change A1 (A1 coarse),50.0,0.9262,2.627
0.9262,2.627,change A1 (A1 coarse),50.0,1.146,1.775
1.146,1.775,change A1 (A1 coarse),50.0,1.307,0.677
2.444,12.12,change A1 (A1 coarse),50.0,1.566,6.73
3.592,4.39,change A1 (A1 coarse),50.0,-2.856,1.242
2.739,2.868,change A1 (A1 coarse),50.0,2.462,0.6593
2.115,2.985,change A1 (A1 coarse),50.0,1.939,2.821
1.939,2.821,change A1 (A1 coarse),50.0,2.398,0.3325
0.26639999999999997,4.731,change A1 (A1 coarse),50.0,0.09665000000000001,3.766
0.09665000000000001,3.766,change A1 (A1 coarse),50.0,-0.19140000000000001,1.377
-0.19140000000000001,1.377,change A1 (A1 coarse),50.0,0.47200000000000003,1.07
0.47200000000000003,1.07,change A1 (A1 coarse),50.0,0.06662000000000001,1.09
1.006,3.332,change A1 (A1 coarse),50.0,0.5668,2.156
1.736,1.344,change A1 (A1 coarse),50.0,1.19,1.652
1.453,0.7966000000000001,change A1 (A1 coarse),50.0,1.209,0.26830000000000004
2.163,5.149,change A1 (A1 coarse),50.0,2.102,3.265
2.102,3.265,change A1 (A1 coarse),50.0,1.617,1.494
1.617,1.494,change A1 (A1 coarse),50.0,2.03,0.4566
2.396,1.378,change A1 (A1 coarse),50.0,2.14,1.776
2.62,1.818,change A1 (A1 coarse),50.0,2.418,1.517
2.418,1.517,change A1 (A1 coarse),50.0,2.384,1.913
2.588,1.872,change A1 (A1 coarse),50.0,1.502,1.867
3.037,4.608,change A1 (A1 coarse),50.0,2.694,3.607
2.694,3.607,change A1 (A1 coarse),50.0,2.663,1.811
2.663,1.811,change A1 (A1 coarse),50.0,2.538,2.071
2.838,1.982,change A1 (A1 coarse),50.0,2.711,1.198
2.186,2.121,change A1 (A1 coarse),50.0,1.927,2.415
1.927,2.415,change A1 (A1 coarse),50.0,1.901,0.5952000000000001
-3.085,7.226,change A1 (A1 coarse),75.0,-3.168,2.727
-1.294,2.211,change A1 (A1 coarse),75.0,-1.062,1.78
-1.215,2.197,change A1 (A1 coarse),75.0,-1.09,0.8322999999999999
-18.73,5.429,change A1 (A1 coarse),75.0,-20.76,2.689
1.55,3.685,change A1 (A1 coarse),75.0,1.26,0.5123
-3.012,5.65,change A1 (A1 coarse),75.0,-2.411,0.9659
2.377,18.99,change A1 (A1 coarse),75.0,1.122,8.414
0.9459,8.984,change A1 (A1 coarse),75.0,2.426,4.302
1.95,3.862,change A1 (A1 coarse),75.0,1.852,3.657
1.852,3.657,change A1 (A1 coarse),75.0,0.9718,1.874
2.219,9.097,change A1 (A1 coarse),75.0,3.182,4.722
3.182,4.722,change A1 (A1 coarse),75.0,0.5547000000000001,4.252
-0.5681,2.559,change A1 (A1 coarse),75.0,-0.2627,1.143
0.25680000000000003,2.573,change A1 (A1 coarse),75.0,1.956,1.963
0.9452,6.97,change A1 (A1 coarse),75.0,1.142,8.357
0.9424,6.542,change A1 (A1 coarse),75.0,0.4804,1.921
0.1502,6.761,change A1 (A1 coarse),75.0,0.16319999999999998,5.788
0.16319999999999998,5.788,change A1 (A1 coarse),75.0,-1.259,3.655
0.2691,3.243,change A1 (A1 coarse),75.0,-0.06823,0.6981
-0.30760000000000004,2.804,change A1 (A1 coarse),75.0,-0.6489,1.841
0.3729,1.726,change A1 (A1 coarse),75.0,0.26730000000000004,1.248
-0.8181,2.276,change A1 (A1 coarse),75.0,-0.6885,0.11950000000000001
0.33180000000000004,1.815,change A1 (A1 coarse),75.0,-0.8716,1.377
