C1,A1,action,strength,C1_afteraction,A1_afteraction
-34.22,4.04,change C1,-0.37000000000000455,-34.59,5.114
-34.59,5.114,change C1,0.9200000000000017,-33.67,4.967
-33.67,4.967,change C1,-2.009999999999998,-35.68,2.609
-35.68,2.609,change C1,49.769999999999996,14.09,3.994
14.09,3.994,change C1,0.8000000000000007,14.89,4.421
14.89,4.421,change C1,4.75,19.64,0.8778
19.64,0.8778,change C1,-18.17,1.47,0.6186
1.47,0.6186,change C1,-0.050999999999999934,1.419,1.4
1.653,1.733,change C1,-1.62408,0.02892,1.265
0.02892,1.265,change C1,0.06914999999999999,0.09806999999999999,0.8153
8.672,0.4071,change C1,-20.222,-11.55,0.5269
-11.55,0.5269,change C1,-3.0599999999999987,-14.61,1.306
-14.61,1.306,change C1,28.42,13.81,0.6752
13.81,0.6752,change C1,6.409999999999998,20.22,1.554
20.22,1.554,change C1,-19.732,0.488,1.508
0.488,1.508,change C1,-0.31289999999999996,0.1751,0.621
1.789,2.019,change C1,-0.1419999999999999,1.647,1.178
-15.06,1.472,change C1,16.207,1.147,1.024
1.147,1.024,change C1,0.05499999999999994,1.202,0.6907000000000001
1.202,0.6907000000000001,change C1,-0.05800000000000005,1.144,1.084
-5.762,14.71,change C1,19.562,13.8,4.575
13.8,4.575,change C1,-26.03,-12.23,6.448
-12.23,6.448,change C1,3.0630000000000006,-9.167,5.431
-9.167,5.431,change C1,22.477,13.31,1.166
13.31,1.166,change C1,-2.200000000000001,11.11,0.4939
11.11,0.4939,change C1,-26.21,-15.1,2.311
-15.1,2.311,change C1,27.32,12.22,0.6916
12.22,0.6916,change C1,-2.703000000000001,9.517,0.2449
9.517,0.2449,change C1,-23.527,-14.01,1.126
-14.01,1.126,change C1,5.1850000000000005,-8.825,0.4001
-8.825,0.4001,change C1,3.3119999999999994,-5.513,0.8732000000000001
-5.513,0.8732000000000001,change C1,2.314,-3.199,0.7777000000000001
-3.199,0.7777000000000001,change C1,1.025,-2.174,0.9919
-2.174,0.9919,change C1,0.45199999999999996,-1.722,0.5159
-1.722,0.5159,change C1,-0.20900000000000007,-1.931,0.9455
-1.931,0.9455,change C1,0.7630000000000001,-1.168,1.293
-1.168,1.293,change C1,1.6678,0.4998,2.048
0.4998,2.048,change C1,-0.9723,-0.47250000000000003,0.3772
-0.47250000000000003,0.3772,change C1,1.2896,0.8171,0.2202
-0.6467999999999999,0.2887,change C1,-0.30090000000000017,-0.9477000000000001,0.6038
-1.215,8.103,change C1,-0.254,-1.469,4.365
-1.519,3.127,change C1,-1.0880000000000003,-2.607,1.57
-0.6819,1.504,change C1,-0.5021,-1.184,2.123
-1.184,2.123,change C1,0.42589999999999995,-0.7581,1.834
-0.7581,1.834,change C1,-0.22360000000000002,-0.9817,2.361
-2.71,1.879,change C1,1.41,-1.3,3.319
-1.3,3.319,change C1,0.5951000000000001,-0.7049,2.786
-0.7049,2.786,change C1,-1.0281000000000002,-1.733,3.101
-1.732,3.994,change C1,0.7668999999999999,-0.9651000000000001,2.044
-0.9651000000000001,2.044,change C1,-1.2889,-2.254,1.738
-1.956,1.43,change C1,0.14300000000000002,-1.813,0.2452
-1.813,0.2452,change C1,-0.2310000000000001,-2.044,1.956
-2.044,1.956,change C1,0.15100000000000002,-1.893,1.157
-1.323,1.77,change C1,-0.19700000000000006,-1.52,1.463
-1.52,1.463,change C1,-0.706,-2.226,0.6112000000000001
-1.577,2.332,change C1,-1.7240000000000002,-3.301,3.482
-3.301,3.482,change C1,-0.1259999999999999,-3.427,1.95
-3.427,1.95,change C1,0.7640000000000002,-2.663,3.298
-2.663,3.298,change C1,-0.20800000000000018,-2.871,2.159
-2.871,2.159,change C1,1.216,-1.655,1.211
-1.655,1.211,change C1,-0.49,-2.145,1.716
15.73,37.47,change C1,-1.4600000000000009,14.27,11.88
14.27,11.88,change C1,-47.33,-33.06,20.58
-33.06,20.58,change C1,34.729,1.669,37.12
-20.95,16.73,change C1,40.06,19.11,13.56
19.11,13.56,change C1,0.629999999999999,19.74,13.67
19.74,13.67,change C1,-83.51,-63.77,18.83
-63.77,18.83,change C1,435.16999999999996,371.4,61.18
371.4,61.18,change C1,-363.73999999999995,7.66,10.83
7.66,10.83,change C1,-2.498,5.162,14.74
5.162,14.74,change C1,-0.915,4.247,13.47
4.247,13.47,change C1,-2.08,2.167,13.31
1.043,12.88,change C1,1.519,2.562,10.71
0.5855,8.623,change C1,2.1765,2.762,6.591
1.114,4.105,change C1,0.5509999999999999,1.665,4.579
-57.93,29.43,change C1,-1.7899999999999991,-59.72,30.78
-59.72,30.78,change C1,-79.08000000000001,-138.8,15.05
-138.8,15.05,change C1,960.9000000000001,822.1,512.1
822.1,512.1,change C1,-886.72,-64.62,26.9
-64.62,26.9,change C1,76.27000000000001,11.65,17.19
11.65,17.19,change C1,-25.53,-13.88,6.657
-13.88,6.657,change C1,10.920000000000002,-2.96,27.68
-2.96,27.68,change C1,-2.7220000000000004,-5.682,15.05
-5.682,15.05,change C1,-57.187999999999995,-62.87,30.19
-62.87,30.19,change C1,-0.8500000000000014,-63.72,29.55
-63.72,29.55,change C1,-4.340000000000003,-68.06,29.63
-68.06,29.63,change C1,-1.4299999999999926,-69.49,29.51
-69.49,29.51,change C1,33.58,-35.91,31.2
-35.91,31.2,change C1,30.857999999999997,-5.052,40.17
-5.052,40.17,change C1,2.627,-2.425,43.3
-5.682,3.463,change C1,-11.798,-17.48,2.178
-17.48,2.178,change C1,19.213,1.733,2.861
-20.29,17.24,change C1,-0.6999999999999993,-20.99,17.72
-20.99,17.72,change C1,21.500799999999998,0.5108,18.76
-1.389,1.426,change C1,0.32600000000000007,-1.063,1.407
5.778,5.393,change C1,-0.38399999999999945,5.394,5.168
5.394,5.168,change C1,-1.762,3.632,5.412
3.632,5.412,change C1,-2.111,1.521,5.665
1.521,5.665,change C1,-3.107,-1.586,5.993
-4.618,1.469,change C1,0.5650000000000004,-4.053,2.025
-4.053,2.025,change C1,-0.10599999999999987,-4.159,1.806
-4.159,1.806,change C1,1.0789999999999997,-3.08,1.51
-3.08,1.51,change C1,47.54,44.46,4.535
44.46,4.535,change C1,-0.7800000000000011,43.68,3.789
43.68,3.789,change C1,-4.009999999999998,39.67,2.439
39.67,2.439,change C1,-10.05,29.62,2.43
29.62,2.43,change C1,-4.890000000000001,24.73,3.5
24.73,3.5,change C1,0.5899999999999999,25.32,3.144
25.32,3.144,change C1,96.08000000000001,121.4,57.42
121.4,57.42,change C1,-136.27,-14.87,22.6
-14.87,22.6,change C1,11.222,-3.648,3.083
-3.648,3.083,change C1,1.669,-1.979,2.472
-3.926,2.019,change C1,0.03400000000000025,-3.892,2.777
-3.892,2.777,change C1,0.589,-3.303,3.281
-3.303,3.281,change C1,3.32996,0.02696,2.579
-1.106,9.603,change C1,0.0950000000000002,-1.011,6.515
-0.8833,0.3535,change C1,0.38249999999999995,-0.5008,1.546
-3.632,3.125,change C1,3.3145000000000002,-0.3175,2.854
-0.3411,4.568,change C1,-0.7129000000000001,-1.054,2.957
0.4329,1.547,change C1,-0.10020000000000001,0.3327,2.329
0.3327,2.329,change C1,0.12490000000000001,0.4576,1.496
-3.718,2.398,change C1,0.891,-2.827,0.9434
-2.827,0.9434,change C1,5.372,2.545,0.5678
2.545,0.5678,change C1,-3.859,-1.314,1.74
-3.52,0.8425,change C1,2.15,-1.37,1.266
-1.37,1.266,change C1,1.0704,-0.29960000000000003,0.9047999999999999
-1.728,0.3527,change C1,-0.3699999999999999,-2.098,2.142
-2.098,2.142,change C1,-0.20500000000000007,-2.303,2.24
-4.445,1.508,change C1,3.6645000000000003,-0.7805,0.7977000000000001
-0.7805,0.7977000000000001,change C1,0.6072,-0.1733,2.922
-0.7000000000000001,1.168,change C1,0.11429999999999996,-0.5857000000000001,1.552
-1.357,1.629,change C1,-0.02299999999999991,-1.38,0.2884
-3.958,2.886,change C1,5.045,1.087,1.519
1.087,1.519,change C1,-0.7645,0.3225,2.134
-6.529,7.698,change C1,0.31099999999999994,-6.218,8.087
-6.218,8.087,change C1,2.469,-3.749,8.141
-3.749,8.141,change C1,2.8428,-0.9062000000000001,8.97
-0.9062000000000001,8.97,change C1,-0.29879999999999995,-1.205,9.11
-1.205,9.11,change C1,-0.8849999999999998,-2.09,8.388
-1.877,5.85,change C1,0.9921,-0.8849,3.56
-0.8272999999999999,3.334,change C1,-0.9997,-1.827,4.024
-1.827,4.024,change C1,0.8602999999999998,-0.9667000000000001,4.014
-0.9667000000000001,4.014,change C1,-1.5233,-2.49,3.959
-2.49,3.959,change C1,0.4980000000000002,-1.992,3.871
-1.992,3.871,change C1,0.3620000000000001,-1.63,3.825
-1.63,3.825,change C1,0.359,-1.271,3.887
-1.271,3.887,change C1,-0.19000000000000017,-1.461,3.67
-1.461,3.67,change C1,-1.191,-2.652,4.972
-2.652,4.972,change C1,1.1510000000000002,-1.501,4.462
-1.501,4.462,change C1,-0.04300000000000015,-1.544,3.335
-1.544,3.335,change C1,0.009000000000000119,-1.535,4.786
-2.258,1.446,change C1,0.575,-1.683,2.061
-1.683,2.061,change C1,-0.16599999999999993,-1.849,2.049
-1.188,1.514,change C1,-0.31800000000000006,-1.506,0.48960000000000004
-1.506,0.48960000000000004,change C1,-0.2509999999999999,-1.757,0.7824
-1.757,0.7824,change C1,-0.3699999999999999,-2.127,1.297
-2.127,1.297,change C1,0.43499999999999983,-1.692,1.04
-1.692,1.04,change C1,0.05699999999999994,-1.635,1.161
-0.6723,2.478,change C1,-0.06330000000000002,-0.7356,1.211
-0.7356,1.211,change C1,-0.11699999999999999,-0.8526,1.433
-0.8526,1.433,change C1,0.7202,-0.13240000000000002,1.54
-0.13240000000000002,1.54,change C1,-0.39289999999999997,-0.5253,2.314
-7.836,8.33,change C1,58.086,50.25,14.87
50.25,14.87,change C1,-8.18,42.07,6.151
42.07,6.151,change C1,-31.04,11.03,8.156
11.03,8.156,change C1,-10.6738,0.3562,9.11
0.2677,5.898,change C1,-0.013299999999999979,0.2544,5.437
0.2544,5.437,change C1,-0.7333000000000001,-0.4789,5.142
0.112,5.055,change C1,0.20339999999999997,0.31539999999999996,4.743
0.2066,2.637,change C1,-0.08650000000000001,0.1201,3.625
-0.08412,6.109,change C1,0.69192,0.6078,4.937
0.6078,4.937,change C1,-0.56829,0.039509999999999997,5.175
0.039509999999999997,5.175,change C1,-0.17681,-0.1373,5.29
-0.1373,5.29,change C1,0.3147,0.1774,4.458
0.1774,4.458,change C1,-0.6642,-0.4868,4.335
-0.6706000000000001,2.204,change C1,1.1489,0.4783,2.443
0.4783,2.443,change C1,-0.623,-0.1447,2.606
-0.1447,2.606,change C1,0.2948,0.1501,2.234
0.1501,2.234,change C1,-0.06392,0.08618,1.781
0.08618,1.781,change C1,0.008539999999999992,0.09472,2.141
0.09472,2.141,change C1,0.67538,0.7701,2.901
8.274,9.161,change C1,-0.43099999999999916,7.843,9.462
7.843,9.462,change C1,-0.41800000000000015,7.425,8.856
7.425,8.856,change C1,0.548,7.973,10.31
7.973,10.31,change C1,-0.35299999999999976,7.62,9.049
7.62,9.049,change C1,-0.009000000000000341,7.611,9.709
7.611,9.709,change C1,0.45399999999999974,8.065,8.985
8.065,8.985,change C1,-0.2369999999999992,7.828,9.726
7.828,9.726,change C1,-4.788,3.04,10.09
3.04,10.09,change C1,-4.65,-1.61,11.11
-3.099,2.015,change C1,1.6850000000000003,-1.414,2.37
-1.281,8.443,change C1,0.09999999999999987,-1.181,8.682
-1.055,3.051,change C1,-0.395,-1.45,2.448
-1.45,2.448,change C1,0.11499999999999999,-1.335,2.725
-1.732,6.659,change C1,0.4989999999999999,-1.233,5.191
-1.233,5.191,change C1,0.04800000000000004,-1.185,5.464
-1.185,5.464,change C1,-0.7809999999999999,-1.966,5.488
-1.966,5.488,change C1,-0.27100000000000013,-2.237,5.215
-2.237,5.215,change C1,0.6560000000000001,-1.581,5.265
-1.581,5.265,change C1,-0.41500000000000004,-1.996,5.576
-1.996,5.576,change C1,0.05600000000000005,-1.94,6.16
-1.94,6.16,change C1,-0.19300000000000006,-2.133,4.726
-2.133,4.726,change C1,-0.3650000000000002,-2.498,5.307
-2.002,2.473,change C1,-0.3740000000000001,-2.376,2.875
-2.587,3.267,change C1,0.1200000000000001,-2.467,3.366
-1.936,3.545,change C1,0.577,-1.359,2.617
-1.359,2.617,change C1,-1.181,-2.54,4.392
-2.54,4.392,change C1,-0.03600000000000003,-2.576,4.445
-2.576,4.445,change C1,0.375,-2.201,4.443
-2.201,4.443,change C1,-0.7010000000000001,-2.902,4.193
-2.869,0.8703,change C1,0.274,-2.595,0.9768
-2.157,1.54,change C1,-0.2530000000000001,-2.41,1.031
-2.41,1.031,change C1,-0.2839999999999998,-2.694,2.518
-2.694,2.518,change C1,-0.7640000000000002,-3.458,0.7419
-3.458,0.7419,change C1,0.7030000000000003,-2.755,1.054
-2.755,1.054,change C1,-0.03200000000000003,-2.787,2.025
-2.787,2.025,change C1,0.0389999999999997,-2.748,0.4672
-2.748,0.4672,change C1,0.39300000000000024,-2.355,1.412
-2.355,1.412,change C1,-0.9239999999999999,-3.279,0.8434
-3.279,0.8434,change C1,-0.5060000000000002,-3.785,2.005
-3.785,2.005,change C1,1.1110000000000002,-2.674,0.9978
-2.674,0.9978,change C1,-0.6139999999999999,-3.288,1.597
-3.288,1.597,change C1,0.274,-3.014,1.411
-3.014,1.411,change C1,0.053999999999999826,-2.96,1.185
-2.96,1.185,change C1,-0.1070000000000002,-3.067,1.489
-3.067,1.489,change C1,-0.23999999999999977,-3.307,0.8444
-3.307,0.8444,change C1,5.654,2.347,2.527
2.347,2.527,change C1,-2.2178,0.12919999999999998,0.9986
-4.444,7.069,change C1,0.17600000000000016,-4.268,7.366
-4.268,7.366,change C1,3.4692,-0.7988,6.38
-0.8909,1.669,change C1,-0.5201,-1.411,1.824
-2.528,6.635,change C1,1.416,-1.112,6.293
-1.112,6.293,change C1,-0.8599999999999999,-1.972,6.942
-1.972,6.942,change C1,0.821,-1.151,6.182
-2.233,2.381,change C1,0.647,-1.586,2.595
-2.063,1.596,change C1,0.7040000000000002,-1.359,0.8665
-2.437,1.088,change C1,0.24799999999999978,-2.189,0.4428
12.15,6.634,change C1,-0.5400000000000009,11.61,8.146
11.61,8.146,change C1,-0.4900000000000002,11.12,7.167
11.12,7.167,change C1,-0.7199999999999989,10.4,6.988
10.4,6.988,change C1,-1.4290000000000003,8.971,7.927
8.971,7.927,change C1,-2.1260000000000003,6.845,7.155
6.845,7.155,change C1,-2.822,4.023,7.314
4.023,7.314,change C1,-1.7429999999999999,2.28,7.594
2.28,7.594,change C1,-1.4329999999999998,0.847,8.286
0.338,1.548,change C1,-0.32161,0.016390000000000002,1.748
-1.351,4.857,change C1,-0.30200000000000005,-1.653,4.351
100.6,68.68,change C1,-110.411,-9.811,65.86
-9.811,65.86,change C1,-323.089,-332.9,29.78
-332.9,29.78,change C1,355.34999999999997,22.45,15.29
22.45,15.29,change C1,30.849999999999998,53.3,43.31
53.3,43.31,change C1,-72.27,-18.97,57.06
15.74,90.37,change C1,-3.6099999999999994,12.13,76.48
12.13,76.48,change C1,-28.15,-16.02,81.64
-16.02,81.64,change C1,3.42,-12.6,83.41
-12.6,83.41,change C1,16.831,4.231,88.79
4.231,88.79,change C1,-2.189,2.042,85.71
-2.712,1.549,change C1,0.6780000000000004,-2.034,1.188
3.96,0.7597999999999999,change C1,-0.3809999999999998,3.579,3.146
3.579,3.146,change C1,-0.22999999999999998,3.349,2.961
3.349,2.961,change C1,-0.15300000000000002,3.196,2.453
0.1033,1.085,change C1,-0.44830000000000003,-0.34500000000000003,0.5659
-0.34500000000000003,0.5659,change C1,0.8263,0.4813,0.7218
-4.389,3.262,change C1,0.2940000000000005,-4.095,2.673
-4.095,2.673,change C1,1.0199999999999996,-3.075,3.617
-3.075,3.617,change C1,0.5380000000000003,-2.537,2.358
-2.537,2.358,change C1,-1.5709999999999997,-4.108,2.043
-4.108,2.043,change C1,-0.22800000000000065,-4.336,2.82
-4.336,2.82,change C1,1.7230000000000003,-2.613,2.279
-2.613,2.279,change C1,-0.7360000000000002,-3.349,3.899
-3.349,3.899,change C1,0.883,-2.466,4.285
-1.683,2.499,change C1,-0.22599999999999998,-1.909,2.798
-11.9,3.117,change C1,0.7000000000000011,-11.2,2.36
-11.2,2.36,change C1,0.05999999999999872,-11.14,3.904
-11.14,3.904,change C1,5.0680000000000005,-6.072,2.861
-6.072,2.861,change C1,6.4251000000000005,0.3531,3.665
1.029,3.894,change C1,-0.7979999999999999,0.231,1.156
-18.36,13.71,change C1,2.379999999999999,-15.98,6.436
-15.98,6.436,change C1,-1.0,-16.98,6.665
-16.98,6.665,change C1,0.5,-16.48,2.795
-16.48,2.795,change C1,0.26000000000000156,-16.22,2.402
-16.22,2.402,change C1,0.04999999999999716,-16.17,2.532
-16.17,2.532,change C1,-0.379999999999999,-16.55,2.738
-16.55,2.738,change C1,1.370000000000001,-15.18,2.391
-15.18,2.391,change C1,5.443999999999999,-9.736,1.101
-9.736,1.101,change C1,-1.5939999999999994,-11.33,2.337
-11.33,2.337,change C1,-0.23000000000000043,-11.56,2.419
-11.56,2.419,change C1,-0.28999999999999915,-11.85,2.885
-11.85,2.885,change C1,-0.07000000000000028,-11.92,2.807
-11.92,2.807,change C1,-1.2699999999999996,-13.19,2.514
-13.19,2.514,change C1,1.0999999999999996,-12.09,3.063
-12.09,3.063,change C1,1.7799999999999994,-10.31,2.137
-10.31,2.137,change C1,2.072000000000001,-8.238,2.186
-8.238,2.186,change C1,1.3639999999999999,-6.874,2.266
-6.874,2.266,change C1,1.1959999999999997,-5.678,2.291
-5.678,2.291,change C1,1.2400000000000002,-4.438,1.509
-4.438,1.509,change C1,2.247,-2.191,2.23
-2.191,2.23,change C1,-0.05500000000000016,-2.246,1.048
-2.246,1.048,change C1,0.6910000000000001,-1.555,1.442
-1.555,1.442,change C1,-0.15000000000000013,-1.705,2.218
-1.705,2.218,change C1,-0.3700000000000001,-2.075,0.7684
-2.075,0.7684,change C1,0.8960000000000001,-1.179,1.252
-1.179,1.252,change C1,-1.231,-2.41,1.092
-2.41,1.092,change C1,0.7400000000000002,-1.67,0.9736
-1.67,0.9736,change C1,-0.21300000000000008,-1.883,1.715
-4.662,2.625,change C1,-0.15200000000000014,-4.814,2.503
-4.814,2.503,change C1,0.21199999999999974,-4.602,2.882
-4.602,2.882,change C1,0.3540000000000001,-4.248,3.047
-4.248,3.047,change C1,0.3200000000000003,-3.928,2.778
-3.928,2.778,change C1,-0.883,-4.811,3.373
-4.811,3.373,change C1,0.5190000000000001,-4.292,2.295
-4.292,2.295,change C1,5.0588999999999995,0.7669,1.768
0.7669,1.768,change C1,-0.135,0.6319,1.818
0.6319,1.818,change C1,-0.60449,0.02741,1.523
0.02741,1.523,change C1,0.08368999999999999,0.11109999999999999,0.9546
0.6187,1.29,change C1,-0.08209999999999995,0.5366000000000001,0.5914
0.9587000000000001,0.462,change C1,-0.7113,0.2474,0.5468999999999999
-0.020210000000000002,2.423,change C1,-0.5444900000000001,-0.5647000000000001,2.629
-0.5647000000000001,2.629,change C1,-0.24519999999999986,-0.8099,1.006
-0.8099,1.006,change C1,-0.19509999999999994,-1.005,1.09
-0.6117,1.02,change C1,-0.8593000000000001,-1.471,0.4722
-1.438,1.715,change C1,0.06399999999999983,-1.374,1.129
-1.374,1.129,change C1,-0.06999999999999984,-1.444,0.4112
-1.444,0.4112,change C1,0.3699999999999999,-1.074,0.2114
-1.074,0.2114,change C1,0.4777000000000001,-0.5962999999999999,0.5969
-0.5962999999999999,0.5969,change C1,-0.15280000000000005,-0.7491,0.3434
-1.281,1.033,change C1,-0.19300000000000006,-1.474,0.49310000000000004
-1.474,0.49310000000000004,change C1,1.1684999999999999,-0.3055,0.6984
-0.3055,0.6984,change C1,0.29406,-0.01144,0.1645
0.395,2.124,change C1,-0.4988,-0.1038,0.9057000000000001
-0.1038,0.9057000000000001,change C1,0.03434000000000001,-0.06946,0.7187
-0.2832,1.063,change C1,6.1772,5.894,3.947
5.894,3.947,change C1,0.40500000000000025,6.299,4.151
6.299,4.151,change C1,-0.029000000000000803,6.27,3.988
5.703,2.535,change C1,0.5489999999999995,6.252,1.974
6.252,1.974,change C1,-0.27700000000000014,5.975,2.033
5.975,2.033,change C1,0.20700000000000074,6.182,1.166
6.182,1.166,change C1,0.3359999999999994,6.518,1.696
6.518,1.696,change C1,1.5179999999999998,8.036,0.5157999999999999
8.036,0.5157999999999999,change C1,-2.747,5.289,0.9963
5.289,0.9963,change C1,1.963,7.252,0.29610000000000003
7.252,0.29610000000000003,change C1,-3.6399999999999997,3.612,0.9958
3.612,0.9958,change C1,0.21199999999999974,3.824,0.5977
3.824,0.5977,change C1,-0.7999999999999998,3.024,0.6961
3.024,0.6961,change C1,-0.2200000000000002,2.804,0.6774
2.804,0.6774,change C1,0.3120000000000003,3.116,1.32
3.116,1.32,change C1,-0.1120000000000001,3.004,1.117
3.004,1.117,change C1,-0.13600000000000012,2.868,0.3255
2.868,0.3255,change C1,0.5260000000000002,3.394,0.2859
3.394,0.2859,change C1,-0.5660000000000003,2.828,0.6501
2.828,0.6501,change C1,7.172000000000001,10.0,1.512
10.0,1.512,change C1,0.9199999999999999,10.92,1.405
10.92,1.405,change C1,-0.07000000000000028,10.85,2.355
10.85,2.355,change C1,-4.308999999999999,6.541,1.918
6.541,1.918,change C1,-4.768000000000001,1.773,2.164
1.773,2.164,change C1,0.2140000000000002,1.987,1.577
1.987,1.577,change C1,-0.3440000000000001,1.643,1.403
1.643,1.403,change C1,-0.7728999999999999,0.8701000000000001,1.225
9.286,0.9025,change C1,-0.22299999999999898,9.063,1.39
9.063,1.39,change C1,-2.325,6.738,1.247
6.738,1.247,change C1,-1.5280000000000005,5.21,0.7823
5.21,0.7823,change C1,-2.113,3.097,1.1
3.097,1.1,change C1,-2.3123,0.7847000000000001,0.4377
0.7847000000000001,0.4377,change C1,-0.6402000000000001,0.1445,0.6718999999999999
0.6711,3.917,change C1,-0.2738,0.39730000000000004,3.292
0.39730000000000004,3.292,change C1,0.09459999999999996,0.4919,3.431
0.4919,3.431,change C1,0.4961,0.988,2.54
0.9131,1.254,change C1,-0.7473000000000001,0.1658,1.417
0.1658,1.417,change C1,0.07569999999999999,0.2415,0.5129
1.44,3.303,change C1,-0.6052999999999998,0.8347000000000001,3.227
0.4207,2.333,change C1,-0.1225,0.2982,2.641
1.566,3.424,change C1,-0.367,1.199,3.279
1.199,3.279,change C1,0.571,1.77,1.88
1.77,1.88,change C1,-0.18199999999999994,1.588,2.833
1.588,2.833,change C1,-1.2079,0.38010000000000005,2.626
1.064,2.264,change C1,-0.6981,0.3659,3.332
0.9717000000000001,2.196,change C1,-0.23960000000000004,0.7321000000000001,3.127
0.7321000000000001,3.127,change C1,-0.17200000000000004,0.5601,3.165
0.6545,1.87,change C1,-0.10519999999999996,0.5493,0.4591
0.5493,0.4591,change C1,0.40680000000000005,0.9561000000000001,1.289
1.991,2.624,change C1,-0.2360000000000002,1.755,3.355
1.36,2.2,change C1,0.06199999999999983,1.422,2.651
1.419,2.118,change C1,-0.9629000000000001,0.4561,3.105
1.884,0.9928,change C1,-0.9201999999999999,0.9638,1.211
0.3476,0.8844,change C1,-0.25316000000000005,0.09444,1.787
0.09444,1.787,change C1,0.72986,0.8242999999999999,1.563
0.5734,2.198,change C1,-0.44470000000000004,0.12869999999999998,1.819
0.12869999999999998,1.819,change C1,0.17440000000000005,0.30310000000000004,1.999
0.30310000000000004,1.999,change C1,0.23860000000000003,0.5417000000000001,1.781
-0.4319,3.705,change C1,0.6930000000000001,0.26110000000000005,3.242
0.26110000000000005,3.242,change C1,-0.5357000000000001,-0.2746,3.551
-0.2746,3.551,change C1,0.20347,-0.07113,4.261
0.6405,1.992,change C1,-0.13149999999999995,0.509,2.079
0.509,2.079,change C1,-0.15389999999999998,0.3551,2.304
-1.311,4.14,change C1,0.248,-1.063,4.254
-1.063,4.254,change C1,0.08449999999999991,-0.9785,4.378
-0.9785,4.378,change C1,-1.5005000000000002,-2.479,4.299
-0.9561000000000001,2.566,change C1,-0.6909,-1.647,2.809
-1.217,1.298,change C1,-0.014999999999999902,-1.232,1.992
-1.232,1.992,change C1,0.7855,-0.4465,1.843
-1.015,1.108,change C1,0.4168999999999998,-0.5981000000000001,1.413
-0.5841000000000001,3.206,change C1,0.19590000000000007,-0.3882,2.742
-0.3882,2.742,change C1,-0.20900000000000007,-0.5972000000000001,2.646
-1.338,2.479,change C1,-0.006999999999999895,-1.345,2.147
-0.846,0.6107,change C1,0.16069999999999995,-0.6853,0.5692999999999999
-0.3542,2.265,change C1,-0.17819999999999997,-0.5324,2.372
-0.5324,2.372,change C1,0.5374639999999999,0.005064,2.628
0.25939999999999996,1.696,change C1,-0.6141,-0.3547,0.7289
-0.1763,2.217,change C1,-0.6031,-0.7794,2.157
-0.7794,2.157,change C1,-0.032300000000000106,-0.8117000000000001,2.124
0.007534,1.132,change C1,-0.5565340000000001,-0.549,1.65
0.05615,1.042,change C1,-0.32354999999999995,-0.26739999999999997,1.16
-0.26739999999999997,1.16,change C1,-0.2639,-0.5313,1.408
0.2005,0.9015,change C1,0.41570000000000007,0.6162000000000001,0.5454
-0.3715,3.014,change C1,0.7602,0.3887,2.087
0.4343,2.589,change C1,-0.12860000000000005,0.30569999999999997,2.378
0.30569999999999997,2.378,change C1,-0.10759999999999997,0.1981,2.148
0.37610000000000005,2.7,change C1,-0.6111000000000001,-0.23500000000000001,1.807
-0.23500000000000001,1.807,change C1,0.24145200000000003,0.006452,3.043
1.409,0.4591,change C1,0.1399999999999999,1.549,0.8150000000000001
1.549,0.8150000000000001,change C1,-0.6211,0.9279,0.6023
0.397,0.8247000000000001,change C1,-0.8351000000000001,-0.43810000000000004,0.7478
-0.4995,1.12,change C1,0.6795,0.18,1.34
-0.8756,2.187,change C1,0.011600000000000055,-0.864,1.697
0.08915000000000001,1.612,change C1,-0.26895,-0.17980000000000002,1.921
0.6573,3.63,change C1,-0.2131,0.4442,4.367
1.292,0.8219,change C1,-0.20199999999999996,1.09,1.097
1.09,1.097,change C1,0.11699999999999999,1.207,1.284
-0.7755,1.064,change C1,-0.021600000000000064,-0.7971,1.7
-0.7971,1.7,change C1,0.01870000000000005,-0.7784,1.253
-1.665,1.773,change C1,1.041,-0.624,1.91
-1.074,1.261,change C1,0.12660000000000005,-0.9474,0.7222999999999999
27.42,2.635,change C1,-10.520000000000003,16.9,2.261
16.9,2.261,change C1,-1.7299999999999986,15.17,2.472
15.17,2.472,change C1,-12.467,2.703,1.897
2.698,2.052,change C1,-0.1549999999999998,2.543,2.453
-1.969,2.873,change C1,1.3688,-0.6002000000000001,2.804
-5.251,3.183,change C1,2.8240000000000003,-2.427,2.357
3.956,1.333,change C1,-1.8159999999999998,2.14,0.31710000000000005
2.14,0.31710000000000005,change C1,-2.6836,-0.5436000000000001,1.887
10.27,0.45310000000000006,change C1,-3.6759999999999993,6.594,0.9013
6.594,0.9013,change C1,-4.957000000000001,1.637,0.7438
1.637,0.7438,change C1,-0.30000000000000004,1.337,0.6165
0.4717,3.777,change C1,-0.55356,-0.08186,3.678
0.1343,2.946,change C1,-0.3693,-0.23500000000000001,3.761
0.9615,2.311,change C1,-0.7513000000000001,0.2102,2.07
0.2102,2.07,change C1,0.8688,1.079,2.415
547.5,309.0,change C1,-546.6776,0.8224,0.9451
9.006,2.534,change C1,-0.9990000000000006,8.007,2.16
8.007,2.16,change C1,-7.1404,0.8666,2.432
0.8666,2.432,change C1,-1.0668,-0.2002,2.368
-0.1306,1.705,change C1,-0.2414,-0.372,1.838
-0.372,1.838,change C1,0.5791999999999999,0.2072,1.725
