env_id,episode,meta_step,phase,phase_j,action_sub,base_action_idx,action_str,reward,deviation_exploded,C1A1_gate_ok,High_gate_ok,C1,A1,A2,B2,A3,S3,C3
4,259,1,HIGH,0,12,12,A3 30%,-9.937125051879883,False,False,False,-1.1,2.0,137.6,446.1,1822.1,2462.5,-2767.7
4,259,1,HIGH,1,25,30,C3 30%,-9.937125051879883,False,False,False,-4.3,0.9,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,0,6,34,C1 5%,,False,False,False,-4.0,1.3,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,1,6,34,C1 5%,,False,False,False,-3.8,2.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,2,2,22,A1 30%,,False,False,False,-6.5,1.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,3,7,35,C1 10%,,False,False,False,-3.4,1.1,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,4,8,36,C1 15%,,False,False,False,-1.6,0.7,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,5,11,39,C1 50%,,False,False,False,6.0,3.6,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,6,2,22,A1 30%,,False,False,False,6.6,3.3,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,7,6,34,C1 5%,,False,False,False,6.3,2.9,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,8,1,21,A1 20%,,False,False,False,5.1,1.7,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,9,7,35,C1 10%,,False,False,False,6.4,3.0,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,10,7,35,C1 10%,,False,False,False,7.6,3.7,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,11,8,36,C1 15%,,False,False,False,5.4,5.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,12,8,36,C1 15%,,False,False,False,2.5,5.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,13,5,33,C1 1%,,False,False,False,2.6,5.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,14,6,34,C1 5%,,False,False,False,2.9,5.1,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,15,1,21,A1 20%,,False,False,False,0.3,2.7,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,16,11,39,C1 50%,,False,False,False,6.0,8.1,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,17,2,22,A1 30%,,False,False,False,6.8,13.0,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,18,2,22,A1 30%,,False,False,False,7.1,10.0,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,19,2,22,A1 30%,,False,False,False,5.0,16.0,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,20,1,21,A1 20%,,False,False,False,6.7,15.3,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,21,8,36,C1 15%,,False,False,False,6.7,15.3,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,22,2,22,A1 30%,,False,False,False,6.7,15.3,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,23,8,36,C1 15%,,False,False,False,3.7,14.7,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,24,8,36,C1 15%,,False,False,False,2.3,15.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,25,9,37,C1 20%,,False,False,False,1.4,15.3,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,26,2,22,A1 30%,,False,False,False,4.8,11.5,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,27,2,22,A1 30%,,False,False,False,8.2,7.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,28,1,21,A1 20%,,False,False,False,6.7,5.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,29,5,33,C1 1%,,False,False,False,6.4,5.2,228.0,496.8,1822.1,2603.0,-2276.0
4,259,2,C1A1,30,7,35,C1 10%,,False,False,False,4.2,6.9,228.0,496.8,1822.1,2603.0,-2276.0
