env_id,episode,meta_step,phase,phase_j,action_sub,base_action_idx,action_str,reward,deviation_exploded,C1A1_gate_ok,High_gate_ok,C1,A1,A2,B2,A3,S3,C3
3,189,1,HIGH,0,13,13,A3 50%,-8.220997863769531,False,False,False,-0.3,1.0,326.5,487.2,1949.0,1367.7,-1946.7
3,189,1,HIGH,1,5,5,B2 10%,-8.220997863769531,False,False,False,-3.0,0.6,326.5,480.7,1949.0,1367.7,-1946.7
3,189,2,C1A1,0,1,21,A1 20%,,False,False,False,-0.7,1.4,326.5,480.7,1949.0,1367.7,-1946.7
3,189,2,HIGH,0,12,12,A3 30%,-8.30856875,False,False,False,-0.7,1.4,326.5,480.7,1409.9,1367.7,-1946.7
3,189,2,HIGH,1,26,31,C3 50%,-8.30856875,False,False,False,-32.1,15.1,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,0,7,35,C1 10%,,False,True,False,-28.2,15.2,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,1,1,21,A1 20%,,False,True,False,-28.6,11.9,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,2,11,39,C1 50%,,False,True,False,-13.6,16.5,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,3,6,34,C1 5%,,False,True,False,-13.3,16.5,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,4,4,24,A1 100%,,False,True,False,-10.0,3.6,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,5,0,20,A1 10%,,False,True,False,-11.3,3.3,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,6,9,37,C1 20%,,False,True,False,-7.0,1.8,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,7,9,37,C1 20%,,False,True,False,-6.9,1.5,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,8,12,40,C1 100%,,False,True,False,-6.9,1.5,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,9,10,38,C1 30%,,False,True,False,-3.3,2.0,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,10,0,20,A1 10%,,False,True,False,-2.4,1.0,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,11,10,38,C1 30%,,False,True,False,-2.0,1.7,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,12,1,21,A1 20%,,False,True,False,-4.4,0.1,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,C1A1,13,2,22,A1 30%,,False,True,False,-0.6,0.1,559.7,739.7,1409.9,2446.9,1148.8
3,189,3,HIGH,0,12,12,A3 30%,-8.576689367675781,False,True,False,-0.6,0.1,559.7,739.7,995.2,2446.9,1148.8
3,189,3,HIGH,1,12,12,A3 30%,-8.576689367675781,False,True,False,-0.6,0.1,559.7,739.7,995.2,2446.9,1148.8
3,189,4,HIGH,0,17,17,S3 30%,-6.982855615234374,False,False,False,-23.2,3.2,530.4,674.0,1298.3,959.9,1505.8
3,189,4,HIGH,1,8,8,B2 50%,-6.982855615234374,False,False,False,-36.7,4.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,0,9,37,C1 20%,,False,False,False,-29.9,5.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,1,0,20,A1 10%,,False,False,False,-28.5,4.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,2,9,37,C1 20%,,False,False,False,-24.2,0.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,3,7,35,C1 10%,,False,False,False,-23.6,0.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,4,11,39,C1 50%,,False,False,False,-8.9,1.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,5,9,37,C1 20%,,False,False,False,-9.3,3.6,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,6,2,22,A1 30%,,False,False,False,-9.2,1.7,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,7,10,38,C1 30%,,False,False,False,-10.0,4.5,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,8,9,37,C1 20%,,False,False,False,-11.2,5.5,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,9,2,22,A1 30%,,False,False,False,-8.0,6.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,10,1,21,A1 20%,,False,False,False,-10.6,3.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,11,7,35,C1 10%,,False,False,False,-10.6,3.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,12,11,39,C1 50%,,False,False,False,-10.6,3.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,13,11,39,C1 50%,,False,False,False,-8.1,2.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,14,11,39,C1 50%,,False,False,False,-10.6,3.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,15,11,39,C1 50%,,False,False,False,-5.5,3.4,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,16,3,23,A1 50%,,False,False,False,-1.3,4.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,17,11,39,C1 50%,,False,False,False,-4.3,3.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,18,3,23,A1 50%,,False,False,False,-6.3,5.4,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,19,11,39,C1 50%,,False,False,False,-9.3,11.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,20,9,37,C1 20%,,False,False,False,-8.9,12.8,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,21,8,36,C1 15%,,False,False,False,-8.6,13.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,22,7,35,C1 10%,,False,False,False,-8.5,15.1,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,23,8,36,C1 15%,,False,False,False,-7.4,14.4,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,24,9,37,C1 20%,,False,False,False,-5.2,9.7,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,25,9,37,C1 20%,,False,False,False,-5.4,9.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,26,9,37,C1 20%,,False,False,False,-5.1,8.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,27,7,35,C1 10%,,False,False,False,-6.1,8.5,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,28,2,22,A1 30%,,False,False,False,-4.8,11.8,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,29,6,34,C1 5%,,False,False,False,-4.6,12.1,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,30,3,23,A1 50%,,False,False,False,-2.5,3.6,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,31,10,38,C1 30%,,False,False,False,-2.6,6.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,32,3,23,A1 50%,,False,False,False,7.8,3.7,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,33,1,21,A1 20%,,False,False,False,9.5,4.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,34,11,39,C1 50%,,False,False,False,9.5,4.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,35,9,37,C1 20%,,False,False,False,8.2,7.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,36,11,39,C1 50%,,False,False,False,2.9,7.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,37,12,40,C1 100%,,False,False,False,2.9,20.6,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,38,0,20,A1 10%,,False,False,False,2.1,18.8,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,39,1,21,A1 20%,,False,False,False,-0.7,14.8,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,40,1,21,A1 20%,,False,False,False,-0.3,11.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,41,3,23,A1 50%,,False,False,False,-2.9,5.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,42,9,37,C1 20%,,False,False,False,-1.6,7.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,43,7,35,C1 10%,,False,False,False,-1.6,6.9,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,44,1,21,A1 20%,,False,False,False,-0.4,5.6,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,45,2,22,A1 30%,,False,False,False,1.6,0.8,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,46,5,33,C1 1%,,False,False,False,1.5,0.8,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,47,2,22,A1 30%,,False,False,False,1.3,2.1,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,48,11,39,C1 50%,,False,False,False,-5.6,8.6,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,49,7,35,C1 10%,,False,False,False,-4.2,7.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,50,7,35,C1 10%,,False,False,False,-3.5,5.1,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,51,8,36,C1 15%,,False,False,False,-1.8,7.3,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,52,2,22,A1 30%,,False,False,False,-2.3,7.4,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,53,7,35,C1 10%,,False,False,False,-1.4,8.5,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,54,3,23,A1 50%,,False,False,False,-6.9,0.0,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,55,1,21,A1 20%,,False,False,False,-9.5,1.9,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,56,0,20,A1 10%,,False,False,False,-9.6,0.8,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,57,12,40,C1 100%,,False,False,False,-2.4,13.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,58,9,37,C1 20%,,False,False,False,-1.1,13.6,530.4,570.8,1298.3,959.9,1505.8
3,189,5,C1A1,59,3,23,A1 50%,,False,False,False,10.0,3.2,530.4,570.8,1298.3,959.9,1505.8
3,189,5,HIGH,0,18,18,S3 50%,-5.585836441040039,False,False,False,9.7,3.2,469.2,491.8,1422.1,8.0,1669.1
