env_id,episode,meta_step,phase,phase_j,action_sub,base_action_idx,action_str,reward,deviation_exploded,C1A1_gate_ok,High_gate_ok,C1,A1,A2,B2,A3,S3,C3
4,199,1,HIGH,0,20,25,C3 1%,-8.213797213745115,False,True,False,0.6,0.1,335.0,115.0,2242.1,2005.3,1357.4
4,199,1,HIGH,1,6,6,B2 20%,-8.213797213745115,False,True,False,0.6,0.1,335.0,115.0,2242.1,2005.3,1357.4
4,199,2,HIGH,0,18,18,S3 50%,-7.157492761230469,False,False,False,-13.2,1.6,283.5,84.6,2524.2,789.4,1772.3
4,199,2,HIGH,1,16,16,S3 20%,-7.157492761230469,False,False,False,-13.2,1.6,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,0,9,37,C1 20%,,False,False,False,-13.2,1.6,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,1,12,40,C1 100%,,False,False,False,-13.2,1.6,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,2,1,21,A1 20%,,False,False,False,-10.5,0.3,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,3,10,38,C1 30%,,False,False,False,-7.1,0.4,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,4,10,38,C1 30%,,False,False,False,-3.1,2.0,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,5,11,39,C1 50%,,False,False,False,-11.7,3.6,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,6,6,34,C1 5%,,False,False,False,-10.3,4.4,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,7,10,38,C1 30%,,False,False,False,-9.0,5.7,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,8,5,33,C1 1%,,False,False,False,-9.1,5.5,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,9,9,37,C1 20%,,False,False,False,-6.4,5.2,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,10,7,35,C1 10%,,False,False,False,-3.7,5.4,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,11,10,38,C1 30%,,False,False,False,-2.1,3.6,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,12,9,37,C1 20%,,False,False,False,-1.4,5.5,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,13,2,22,A1 30%,,False,False,False,2.6,4.1,283.5,84.6,2524.2,789.4,1772.3
4,199,3,C1A1,14,3,23,A1 50%,,False,False,False,-0.4,9.7,283.5,84.6,2524.2,789.4,1772.3
