t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
5528,3,10,-1,,,,,,,,,False,False,False,5.565087795257568,5.565087795257568,10.717132568359375,10.717132568359375
5528,3,10,0,10,38,C1,pct_button,30,,,-8.697548885345457,False,False,False,5.565087795257568,8.385573387145996,10.717132568359375,12.44876480102539
5536,3,10,1,4,24,A1,pct_button,100,,,8.6226899433136,False,False,False,8.385573387145996,-7.286251544952393,12.44876480102539,9.398590087890625
5544,3,10,2,7,35,C1,pct_button,10,,,-2.8038381862640396,False,False,False,-7.286251544952393,-7.774871349334717,9.398590087890625,10.489533424377441
5552,3,10,3,3,23,A1,pct_button,50,,,10.298227472305298,False,False,False,-7.774871349334717,-4.539187908172607,10.489533424377441,8.703530311584473
5560,3,10,4,3,23,A1,pct_button,50,,,-10.246981410980228,False,False,False,-4.539187908172607,-9.607683181762695,8.703530311584473,8.938992500305176
5568,3,10,5,11,39,C1,pct_button,50,,,25.098953824043274,False,False,False,-9.607683181762695,-1.2034289836883545,8.938992500305176,4.849297046661377
5576,3,10,6,3,23,A1,pct_button,50,,,5.082845038771629,False,False,False,-1.2034289836883545,-3.0636847019195557,4.849297046661377,0.4780360162258148
5584,3,10,7,5,33,C1,pct_button,1,,,-0.15701819062232958,False,False,False,-3.0636847019195557,-3.124232292175293,0.4780360162258148,0.5275149941444397
5592,3,10,8,9,37,C1,pct_button,20,,,7.639458658993244,True,True,False,-3.124232292175293,10.33993148803711,0.5275149941444397,19.399911880493164
