t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after,A2_before,A2_after,B2_before,B2_after,A3_before,A3_after,S3_before,S3_after,C3_before,C3_after
30856,1,250,-1,,,,,,,,,False,False,False,-17.388702392578125,-17.388702392578125,27.287567138671875,27.287567138671875,357.8650207519531,357.8650207519531,364.9947814941406,364.9947814941406,1729.234375,1729.234375,1996.44384765625,1996.44384765625,-1013.0402221679688,-1013.0402221679688
30856,1,250,0,12,40,C1,pct_button,100,,,33.303618547916415,False,False,False,-17.388702392578125,0.7701116800308228,27.287567138671875,27.532373428344727,357.8650207519531,357.8650207519531,364.9947814941406,364.9947814941406,1729.234375,1729.234375,1996.44384765625,1996.44384765625,-1013.0402221679688,-1013.0402221679688
30864,1,250,1,0,20,A1,pct_button,10,,,38.33916894078255,False,False,False,0.7701116800308228,0.31998664140701294,27.532373428344727,8.900115013122559,357.8650207519531,357.8650207519531,364.9947814941406,364.9947814941406,1729.234375,1729.234375,1996.44384765625,1996.44384765625,-1013.0402221679688,-1013.0402221679688
30872,1,250,2,3,23,A1,pct_button,50,,,11.727548214197158,False,False,False,0.31998664140701294,0.5081282258033752,8.900115013122559,2.8770511150360107,357.8650207519531,357.8650207519531,364.9947814941406,364.9947814941406,1729.234375,1729.234375,1996.44384765625,1996.44384765625,-1013.0402221679688,-1013.0402221679688
30880,1,250,3,1,21,A1,pct_button,20,,,9.027075568437576,True,True,False,0.5081282258033752,-11.757019996643066,2.8770511150360107,47.37521743774414,357.8650207519531,464.3673095703125,364.9947814941406,127.60035705566406,1729.234375,1483.2469482421875,1996.44384765625,2988.750244140625,-1013.0402221679688,2442.44287109375
