t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
25304,1,190,-1,,,,,,,,,False,False,False,-8.205465316772461,-8.205465316772461,1.1100422143936157,1.1100422143936157
25304,1,190,0,8,36,C1,pct_button,15,,,2.0997284579277053,False,False,False,-8.205465316772461,-7.270736217498779,1.1100422143936157,1.0733479261398315
25312,1,190,1,4,24,A1,pct_button,100,,,-1.9323746252059932,False,False,False,-7.270736217498779,-7.92999792098999,1.0733479261398315,1.4692661762237549
25320,1,190,2,2,22,A1,pct_button,30,,,0.3443751311302188,False,False,False,-7.92999792098999,-8.014464378356934,1.4692661762237549,1.3007644414901733
25328,1,190,3,9,37,C1,pct_button,20,,,3.3620874547958373,False,False,False,-8.014464378356934,-6.720193862915039,1.3007644414901733,0.9860537052154541
25336,1,190,4,9,37,C1,pct_button,20,,,3.5172682726383204,False,False,False,-6.720193862915039,-5.280221462249756,0.9860537052154541,0.7224183678627014
25344,1,190,5,8,36,C1,pct_button,15,,,1.2452383780479435,False,False,False,-5.280221462249756,-4.6097798347473145,0.7224183678627014,0.8195339441299438
25352,1,190,6,5,33,C1,pct_button,1,,,0.2268105435371408,False,False,False,-4.6097798347473145,-4.559028148651123,0.8195339441299438,0.8055258989334106
25360,1,190,7,2,22,A1,pct_button,30,,,0.6037824448943139,False,False,False,-4.559028148651123,-4.99613094329834,0.8055258989334106,0.11261938512325287
25368,1,190,8,10,38,C1,pct_button,30,,,3.0290709173679353,False,False,False,-4.99613094329834,-3.369424819946289,0.11261938512325287,0.25604474544525146
25376,1,190,9,11,39,C1,pct_button,50,,,3.3749001741409304,False,False,False,-3.369424819946289,-1.4846287965774536,0.25604474544525146,0.4679161310195923
25384,1,190,10,6,34,C1,pct_button,5,,,0.02905089855194088,False,False,False,-1.4846287965774536,-1.4846287965774536,0.4679161310195923,0.4679161310195923
25392,1,190,11,4,24,A1,pct_button,100,,,-2.0258108317852015,False,False,False,-1.4846287965774536,-2.2143592834472656,0.4679161310195923,0.775994598865509
25400,1,190,12,3,23,A1,pct_button,50,,,0.39514085531234744,False,False,False,-2.2143592834472656,-2.0366435050964355,0.775994598865509,0.7792993783950806
25408,1,190,13,4,24,A1,pct_button,100,,,9.008263574540615,True,True,False,-2.0366435050964355,13.444661140441895,0.7792993783950806,29.712238311767578
