t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after,A2_before,A2_after,B2_before,B2_after,A3_before,A3_after,S3_before,S3_after,C3_before,C3_after
19032,3,160,-1,,,,,,,,,False,False,False,-8.82471752166748,-8.82471752166748,10.377708435058594,10.377708435058594,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19032,3,160,0,2,22,A1,pct_button,30,,,0.37404851913452375,False,False,False,-8.82471752166748,-8.82471752166748,10.377708435058594,10.377708435058594,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19040,3,160,1,7,35,C1,pct_button,10,,,0.37404851913452375,False,False,False,-8.82471752166748,-8.82471752166748,10.377708435058594,10.377708435058594,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19048,3,160,2,11,39,C1,pct_button,50,,,6.774016294479372,False,False,False,-8.82471752166748,-5.73635721206665,10.377708435058594,10.23376178741455,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19056,3,160,3,8,36,C1,pct_button,15,,,2.333923187255861,False,False,False,-5.73635721206665,-4.817048072814941,10.23376178741455,10.130585670471191,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19064,3,160,4,9,37,C1,pct_button,20,,,1.3483212947845453,False,False,False,-4.817048072814941,-4.102528095245361,10.130585670471191,10.310070991516113,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19072,3,160,5,4,24,A1,pct_button,100,,,9.795536847114564,False,False,False,-4.102528095245361,-6.2730560302734375,10.310070991516113,3.3328335285186768,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19080,3,160,6,12,40,C1,pct_button,100,,,6.183699164390564,False,False,False,-6.2730560302734375,-2.414006471633911,3.3328335285186768,4.160781383514404,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19088,3,160,7,4,24,A1,pct_button,100,,,5.076963257789613,False,False,False,-2.414006471633911,-2.7270123958587646,4.160781383514404,1.3450140953063965,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19096,3,160,8,9,37,C1,pct_button,20,,,0.8016426658630376,False,False,False,-2.7270123958587646,-2.115509033203125,1.3450140953063965,1.587728500366211,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19104,3,160,9,10,38,C1,pct_button,30,,,1.465672855377197,False,False,False,-2.115509033203125,-1.2810732126235962,1.587728500366211,1.714281439781189,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19112,3,160,10,1,21,A1,pct_button,20,,,0.04990709304809538,False,False,False,-1.2810732126235962,-1.2810732126235962,1.714281439781189,1.714281439781189,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19120,3,160,11,7,35,C1,pct_button,10,,,0.04990709304809538,False,False,False,-1.2810732126235962,-1.2810732126235962,1.714281439781189,1.714281439781189,165.68153381347656,165.68153381347656,472.5202331542969,472.5202331542969,2232.060791015625,2232.060791015625,1373.524658203125,1373.524658203125,2145.824951171875,2145.824951171875
19128,3,160,12,12,40,C1,pct_button,100,,,7.827694255113602,True,True,False,-1.2810732126235962,12.29773998260498,1.714281439781189,0.08864465355873108,165.68153381347656,248.35792541503906,472.5202331542969,426.724609375,2232.060791015625,2309.189208984375,1373.524658203125,1878.216552734375,2145.824951171875,2927.126220703125
