t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
36584,6,80,-1,,,,,,,,,False,False,False,-15.992982864379883,-15.992982864379883,14.5183687210083,14.5183687210083
36584,6,80,0,2,22,A1,pct_button,30,,,9.19258327484131,False,False,False,-15.992982864379883,-15.655588150024414,14.5183687210083,10.516189575195312
36592,6,80,1,3,23,A1,pct_button,50,,,-7.251584262847901,False,False,False,-15.655588150024414,-13.750628471374512,10.516189575195312,16.342876434326172
36600,6,80,2,4,24,A1,pct_button,100,,,-1.838462753295895,False,False,False,-13.750628471374512,-23.259212493896484,16.342876434326172,8.06173324584961
36608,6,80,3,9,37,C1,pct_button,20,,,5.726116008758543,False,False,False,-23.259212493896484,-18.544687271118164,8.06173324584961,10.195603370666504
36616,6,80,4,3,23,A1,pct_button,50,,,8.554211254119876,False,False,False,-18.544687271118164,-15.322808265686035,10.195603370666504,9.382429122924805
36624,6,80,5,11,39,C1,pct_button,50,,,30.73168943405151,False,False,False,-15.322808265686035,-7.925189018249512,9.382429122924805,1.5034904479980469
36632,6,80,6,8,36,C1,pct_button,15,,,-0.9105802106857281,False,False,False,-7.925189018249512,-7.715617656707764,1.5034904479980469,2.263139486312866
36640,6,80,7,7,35,C1,pct_button,10,,,0.9958747673034674,False,False,False,-7.715617656707764,-6.000443458557129,2.263139486312866,3.571091651916504
36648,6,80,8,11,39,C1,pct_button,50,,,0.9213874316215518,False,False,False,-6.000443458557129,0.765792727470398,3.571091651916504,8.432026863098145
36656,6,80,9,3,23,A1,pct_button,50,,,12.611366599798203,False,False,False,0.765792727470398,0.29883259534835815,8.432026863098145,2.617466688156128
36664,6,80,10,9,37,C1,pct_button,20,,,10.336825877986849,True,True,False,0.29883259534835815,14.887110710144043,2.617466688156128,33.5470085144043
