t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
46968,4,480,-1,,,,,,,,,False,False,False,-11.892502784729004,-11.892502784729004,34.714691162109375,34.714691162109375
46968,4,480,0,0,20,A1,pct_button,10,,,45.63987747192383,False,False,False,-11.892502784729004,-13.239298820495605,34.714691162109375,10.783181190490723
46976,4,480,1,10,38,C1,pct_button,30,,,11.29012268066406,False,False,False,-13.239298820495605,-7.748763084411621,10.783181190490723,10.809235572814941
46984,4,480,2,0,20,A1,pct_button,10,,,13.048248896598816,False,False,False,-7.748763084411621,-8.267851829528809,10.809235572814941,3.882526159286499
46992,4,480,3,6,34,C1,pct_button,5,,,1.5153602313995351,False,False,False,-8.267851829528809,-7.686191082000732,3.882526159286499,3.8165340423583984
47000,4,480,4,0,20,A1,pct_button,10,,,5.555908540487289,False,False,False,-7.686191082000732,-7.824280738830566,3.8165340423583984,0.9835686087608337
47008,4,480,5,11,39,C1,pct_button,50,,,10.185480515956879,False,False,False,-7.824280738830566,-2.3281409740448,0.9835686087608337,1.419443964958191
47016,4,480,6,0,20,A1,pct_button,10,,,1.980013149380684,False,False,False,-2.3281409740448,-2.3876423835754395,1.419443964958191,0.39273980259895325
47024,4,480,7,5,33,C1,pct_button,1,,,0.0964375323057174,False,False,False,-2.3876423835754395,-2.3437273502349854,0.39273980259895325,0.4109831750392914
47032,4,480,8,3,23,A1,pct_button,50,,,-1.5376642131805422,False,False,False,-2.3437273502349854,-2.4148497581481934,0.4109831750392914,1.1392337083816528
47040,4,480,9,0,20,A1,pct_button,10,,,2.289812267832458,False,False,False,-2.4148497581481934,-2.4107754230499268,1.1392337083816528,0.017686529085040092
47048,4,480,10,5,33,C1,pct_button,1,,,0.08954905740916776,False,False,False,-2.4107754230499268,-2.3890628814697266,0.017686529085040092,0.013651687651872635
47056,4,480,11,3,23,A1,pct_button,50,,,0.283447308242321,False,False,False,-2.3890628814697266,-2.114962339401245,0.013651687651872635,0.16381636261940002
47064,4,480,12,4,24,A1,pct_button,100,,,0.0355755740404129,False,False,False,-2.114962339401245,-2.114962339401245,0.16381636261940002,0.16381636261940002
47072,4,480,13,8,36,C1,pct_button,15,,,0.9052347257360818,False,False,False,-2.114962339401245,-1.824721336364746,0.16381636261940002,0.014835571870207787
47080,4,480,14,8,36,C1,pct_button,15,,,0.0823251419560982,False,False,False,-1.824721336364746,-1.8089232444763184,0.014835571870207787,0.002586187096312642
47088,4,480,15,6,34,C1,pct_button,5,,,0.015524061787873364,False,False,False,-1.8089232444763184,-1.7659889459609985,0.002586187096312642,0.05092762038111687
47096,4,480,16,2,22,A1,pct_button,30,,,-1.9889892092347143,False,False,False,-1.7659889459609985,-1.8277664184570312,0.05092762038111687,1.0069923400878906
47104,4,480,17,10,38,C1,pct_button,30,,,6.705761216878891,True,True,False,-1.8277664184570312,1.197156548500061,1.0069923400878906,13.54594612121582
