t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
28752,1,210,-1,,,,,,,,,False,False,False,13.761160850524902,13.761160850524902,39.033321380615234,39.033321380615234
28752,1,210,0,11,39,C1,pct_button,50,,,12.291663341522215,False,False,False,13.761160850524902,8.381781578063965,39.033321380615234,38.73301696777344
28760,1,210,1,4,24,A1,pct_button,100,,,0.9322959709167458,False,False,False,8.381781578063965,8.381781578063965,38.73301696777344,38.73301696777344
28768,1,210,2,11,39,C1,pct_button,50,,,6.751681451797486,False,False,False,8.381781578063965,5.013041019439697,38.73301696777344,39.16267395019531
28776,1,210,3,2,22,A1,pct_button,30,,,24.8921324634552,False,False,False,5.013041019439697,2.7375035285949707,39.16267395019531,29.30759620666504
28784,1,210,4,3,23,A1,pct_button,50,,,28.875794452428817,False,False,False,2.7375035285949707,-0.5834311842918396,29.30759620666504,17.196571350097656
28792,1,210,5,2,22,A1,pct_button,30,,,5.3130688381195075,False,False,False,-0.5834311842918396,-2.0024850368499756,17.196571350097656,13.268694877624512
28800,1,210,6,3,23,A1,pct_button,50,,,10.18346845626831,False,False,False,-2.0024850368499756,-2.8478283882141113,13.268694877624512,7.429389476776123
28808,1,210,7,3,23,A1,pct_button,50,,,5.938590178489685,False,False,False,-2.8478283882141113,-3.267223596572876,7.429389476776123,4.109466075897217
28816,1,210,8,0,20,A1,pct_button,10,,,0.4131393527984615,False,False,False,-3.267223596572876,-3.401724100112915,4.109466075897217,3.835770845413208
28824,1,210,9,6,34,C1,pct_button,5,,,0.5648871755599971,False,False,False,-3.401724100112915,-3.2412853240966797,3.835770845413208,3.778968572616577
28832,1,210,10,2,22,A1,pct_button,30,,,3.535154466629029,False,False,False,-3.2412853240966797,-3.0177738666534424,3.778968572616577,2.282909631729126
28840,1,210,11,9,37,C1,pct_button,20,,,1.075245308876038,False,False,False,-3.0177738666534424,-2.578990936279297,2.282909631729126,2.2271311283111572
28848,1,210,12,9,37,C1,pct_button,20,,,0.08612244129180958,False,False,False,-2.578990936279297,-2.578990936279297,2.2271311283111572,2.2271311283111572
28856,1,210,13,9,37,C1,pct_button,20,,,1.3002210474014289,False,False,False,-2.578990936279297,-1.8542773723602295,2.2271311283111572,2.3386635780334473
28864,1,210,14,3,23,A1,pct_button,50,,,2.7833221673965456,False,False,False,-1.8542773723602295,-1.8320810794830322,2.3386635780334473,0.9924440383911133
28872,1,210,15,10,38,C1,pct_button,30,,,0.04649050235748287,False,False,False,-1.8320810794830322,-1.8320810794830322,0.9924440383911133,0.9924440383911133
28880,1,210,16,6,34,C1,pct_button,5,,,0.21016926050186124,False,False,False,-1.8320810794830322,-1.7329926490783691,0.9924440383911133,1.0088664293289185
28888,1,210,17,0,20,A1,pct_button,10,,,0.04483718156814543,False,False,False,-1.7329926490783691,-1.7329926490783691,1.0088664293289185,1.0088664293289185
28896,1,210,18,3,23,A1,pct_button,50,,,0.08842872142791759,False,False,False,-1.7329926490783691,-2.47249698638916,1.0088664293289185,0.2473461627960205
28904,1,210,19,3,23,A1,pct_button,50,,,-0.6863057839870452,False,False,False,-2.47249698638916,-2.8351917266845703,0.2473461627960205,0.253693163394928
28912,1,210,20,6,34,C1,pct_button,5,,,0.20771045625209772,False,False,False,-2.8351917266845703,-2.738586187362671,0.253693163394928,0.27154478430747986
28920,1,210,21,2,22,A1,pct_button,30,,,0.0756031656265257,False,False,False,-2.738586187362671,-2.7303454875946045,0.27154478430747986,0.2669569253921509
28928,1,210,22,7,35,C1,pct_button,10,,,0.7617117738723758,False,False,False,-2.7303454875946045,-2.361020565032959,0.2669569253921509,0.27680420875549316
28936,1,210,23,3,23,A1,pct_button,50,,,-2.430260107517242,False,False,False,-2.361020565032959,-2.510749101638794,0.27680420875549316,1.376073956489563
28944,1,210,24,9,37,C1,pct_button,20,,,0.9556815624237058,False,False,False,-2.510749101638794,-1.8007125854492188,1.376073956489563,1.6376533508300781
28952,1,210,25,4,24,A1,pct_button,100,,,0.05876731872558572,False,False,False,-1.8007125854492188,-1.8007125854492188,1.6376533508300781,1.6376533508300781
28960,1,210,26,9,37,C1,pct_button,20,,,0.8139081406593325,False,False,False,-1.8007125854492188,-1.4682841300964355,1.6376533508300781,1.5886975526809692
28968,1,210,27,0,20,A1,pct_button,10,,,-0.0797539472579951,False,False,False,-1.4682841300964355,-1.5689316987991333,1.5886975526809692,1.5541578531265259
28976,1,210,28,10,38,C1,pct_button,30,,,0.05246179103851368,False,False,False,-1.5689316987991333,-1.5689316987991333,1.5541578531265259,1.5541578531265259
28984,1,210,29,10,38,C1,pct_button,30,,,6.324739216566086,True,True,False,-1.5689316987991333,7.543921947479248,1.5541578531265259,40.82465744018555
