t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
46352,0,460,-1,,,,,,,,,False,False,False,-3.9163546562194824,-3.9163546562194824,12.222572326660156,12.222572326660156
46352,0,460,0,0,20,A1,pct_button,10,,,17.436503043174742,False,False,False,-3.9163546562194824,-4.218032360076904,12.222572326660156,3.2725489139556885
46360,0,460,1,0,20,A1,pct_button,10,,,6.132771149128676,False,False,False,-4.218032360076904,-4.354020595550537,3.2725489139556885,0.10981344431638718
46368,0,460,2,11,39,C1,pct_button,50,,,3.7135831922292715,False,False,False,-4.354020595550537,-2.3049309253692627,0.10981344431638718,0.323394775390625
46376,0,460,3,6,34,C1,pct_button,5,,,0.24207836151123074,False,False,False,-2.3049309253692627,-2.1813173294067383,0.323394775390625,0.34624481201171875
46384,0,460,4,2,22,A1,pct_button,30,,,1.1237390375137328,False,False,False,-2.1813173294067383,-1.5895075798034668,0.34624481201171875,0.3909900188446045
46392,0,460,5,2,22,A1,pct_button,30,,,-2.6670242190361018,False,False,False,-1.5895075798034668,-2.0435214042663574,0.3909900188446045,1.2989126443862915
46400,0,460,6,4,24,A1,pct_button,100,,,-1.4972928738594062,False,False,False,-2.0435214042663574,-3.7324373722076416,1.2989126443862915,0.3949166536331177
46408,0,460,7,4,24,A1,pct_button,100,,,0.6780617026984694,False,False,False,-3.7324373722076416,-3.775047540664673,0.3949166536331177,0.04649101942777634
46416,0,460,8,11,39,C1,pct_button,50,,,3.2100880160927776,False,False,False,-3.775047540664673,-2.0498158931732178,0.04649101942777634,0.18401698768138885
46424,0,460,9,5,33,C1,pct_button,1,,,0.07453009128570522,False,False,False,-2.0498158931732178,-2.029317617416382,0.18401698768138885,0.18438726663589478
46432,0,460,10,11,39,C1,pct_button,50,,,6.631345587968826,True,True,False,-2.029317617416382,1.2287814617156982,0.18438726663589478,42.030799865722656
