t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
36856,2,270,-1,,,,,,,,,False,False,False,-13.174382209777832,-13.174382209777832,13.914447784423828,13.914447784423828
36856,2,270,0,9,37,C1,pct_button,20,,,3.301930999755859,False,False,False,-13.174382209777832,-11.200706481933594,13.914447784423828,14.489055633544922
36864,2,270,1,4,24,A1,pct_button,100,,,8.373252725601196,False,False,False,-11.200706481933594,-15.04882526397705,14.489055633544922,6.666463375091553
36872,2,270,2,11,39,C1,pct_button,50,,,10.757705516815184,False,False,False,-15.04882526397705,-10.496393203735352,6.666463375091553,6.000006675720215
36880,2,270,3,4,24,A1,pct_button,100,,,4.489273982048035,False,False,False,-10.496393203735352,-12.177515983581543,6.000006675720215,2.213153600692749
36888,2,270,4,7,35,C1,pct_button,10,,,2.0007818508148194,False,False,False,-12.177515983581543,-11.252912521362305,2.213153600692749,2.267570972442627
36896,2,270,5,9,37,C1,pct_button,20,,,4.0521190357208265,False,False,False,-11.252912521362305,-9.340353012084961,2.267570972442627,2.2651257514953613
36904,2,270,6,12,40,C1,pct_button,100,,,11.985501503944397,False,False,False,-9.340353012084961,-2.592560291290283,2.2651257514953613,3.0718114376068115
36912,2,270,7,10,38,C1,pct_button,30,,,2.956425626277923,False,False,False,-2.592560291290283,-1.393288016319275,3.0718114376068115,2.8301048278808594
36920,2,270,8,9,37,C1,pct_button,20,,,0.37625977993011417,False,False,False,-1.393288016319275,-1.1753208637237549,2.8301048278808594,2.8956518173217773
36928,2,270,9,4,24,A1,pct_button,100,,,-0.4488567614555363,False,False,False,-1.1753208637237549,-2.9618093967437744,2.8956518173217773,1.3719290494918823
36936,2,270,10,4,24,A1,pct_button,100,,,1.2240970814228056,False,False,False,-2.9618093967437744,-3.3282041549682617,1.3719290494918823,0.4260280728340149
36944,2,270,11,0,20,A1,pct_button,10,,,0.8347612610459325,False,False,False,-3.3282041549682617,-3.226059675216675,0.4260280728340149,0.13944698870182037
36952,2,270,12,6,34,C1,pct_button,5,,,0.30787043720483775,False,False,False,-3.226059675216675,-3.0837130546569824,0.13944698870182037,0.1552480012178421
36960,2,270,13,7,35,C1,pct_button,10,,,1.1278470596298573,False,False,False,-3.0837130546569824,-2.685741662979126,0.1552480012178421,0.011265939101576805
36968,2,270,14,4,24,A1,pct_button,100,,,0.6801096193492409,False,False,False,-2.685741662979126,-1.3104007244110107,0.011265939101576805,1.0653091669082642
36976,2,270,15,2,22,A1,pct_button,30,,,-0.8806230068206784,False,False,False,-1.3104007244110107,-1.7086589336395264,1.0653091669082642,1.1307566165924072
36984,2,270,16,4,24,A1,pct_button,100,,,9.269700058698653,True,True,False,-1.7086589336395264,-10.997056007385254,1.1307566165924072,12.046760559082031
