t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
7040,7,60,-1,,,,,,,,,False,False,False,-5.233741760253906,-5.233741760253906,0.27395084500312805,0.27395084500312805
7040,7,60,0,6,34,C1,pct_button,5,,,0.5834364262223237,False,False,False,-5.233741760253906,-5.029292106628418,0.27395084500312805,0.23431839048862457
7048,7,60,1,8,36,C1,pct_button,15,,,0.09527220994234022,False,False,False,-5.029292106628418,-5.029292106628418,0.23431839048862457,0.23431839048862457
7056,7,60,2,9,37,C1,pct_button,20,,,1.4864419001340872,False,False,False,-5.029292106628418,-4.179248809814453,0.23431839048862457,0.3817507326602936
7064,7,60,3,4,24,A1,pct_button,100,,,-5.427963602542876,False,False,False,-4.179248809814453,-4.365328311920166,0.3817507326602936,2.9780871868133545
7072,7,60,4,0,20,A1,pct_button,10,,,1.3528924846649166,False,False,False,-4.365328311920166,-4.504878044128418,2.9780871868133545,2.22438383102417
7080,7,60,5,9,37,C1,pct_button,20,,,0.8509848594665532,False,False,False,-4.504878044128418,-4.2350850105285645,2.22438383102417,2.1273083686828613
7088,7,60,6,9,37,C1,pct_button,20,,,1.8586539173126224,False,False,False,-4.2350850105285645,-3.3115322589874268,2.1273083686828613,2.171363115310669
7096,7,60,7,0,20,A1,pct_button,10,,,0.09965790748596227,False,False,False,-3.3115322589874268,-3.3115322589874268,2.171363115310669,2.171363115310669
7104,7,60,8,1,21,A1,pct_button,20,,,2.412955347299576,False,False,False,-3.3115322589874268,-3.559006690979004,2.171363115310669,0.7555566430091858
7112,7,60,9,5,33,C1,pct_button,1,,,0.13987621784210247,False,False,False,-3.559006690979004,-3.5151584148406982,0.7555566430091858,0.7672913074493408
7120,7,60,10,12,40,C1,pct_button,100,,,0.6700806069374081,False,False,False,-3.5151584148406982,-1.2483083009719849,0.7672913074493408,2.7339234352111816
7128,7,60,11,3,23,A1,pct_button,50,,,3.08491166472435,False,False,False,-1.2483083009719849,-1.669803261756897,2.7339234352111816,0.7895663380622864
7136,7,60,12,6,34,C1,pct_button,5,,,0.3277202010154727,False,False,False,-1.669803261756897,-1.522920846939087,0.7895663380622864,0.7907251119613647
7144,7,60,13,11,39,C1,pct_button,50,,,1.846256401538849,False,False,False,-1.522920846939087,-1.2462208271026611,0.7907251119613647,0.15329205989837646
7152,7,60,14,11,39,C1,pct_button,50,,,5.797813417464495,True,True,False,-1.2462208271026611,-1.064087986946106,0.15329205989837646,13.933523178100586
