t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
21112,1,160,-1,,,,,,,,,False,False,False,18.123958587646484,18.123958587646484,25.679325103759766,25.679325103759766
21112,1,160,0,1,21,A1,pct_button,20,,,0.8660656738281227,False,False,False,18.123958587646484,18.123958587646484,25.679325103759766,25.679325103759766
21120,1,160,1,6,34,C1,pct_button,5,,,2.103150253295899,False,False,False,18.123958587646484,17.528518676757812,25.679325103759766,25.649974822998047
21128,1,160,2,7,35,C1,pct_button,10,,,2.9986466598510813,False,False,False,17.528518676757812,16.381311416625977,25.649974822998047,25.713809967041016
21136,1,160,3,2,22,A1,pct_button,30,,,9.462907886505127,False,False,False,16.381311416625977,15.925971031188965,25.713809967041016,21.810056686401367
21144,1,160,4,8,36,C1,pct_button,15,,,4.245720520019537,False,False,False,15.925971031188965,14.297832489013672,21.810056686401367,21.670013427734375
21152,1,160,5,2,22,A1,pct_button,30,,,10.522828598022462,False,False,False,14.297832489013672,13.399450302124023,21.670013427734375,17.612096786499023
21160,1,160,6,9,37,C1,pct_button,20,,,4.38378076553345,False,False,False,13.399450302124023,11.707243919372559,17.612096786499023,17.398469924926758
21168,1,160,7,4,24,A1,pct_button,100,,,25.628287706375122,False,False,False,11.707243919372559,9.148333549499512,17.398469924926758,7.3027472496032715
21176,1,160,8,2,22,A1,pct_button,30,,,4.377995557785036,False,False,False,9.148333549499512,8.489160537719727,7.3027472496032715,5.911933422088623
21184,1,160,9,2,22,A1,pct_button,30,,,2.3049398517608655,False,False,False,8.489160537719727,8.254022598266602,5.911933422088623,5.123375415802002
21192,1,160,10,12,40,C1,pct_button,100,,,0.25754796028137306,False,False,False,8.254022598266602,8.254022598266602,5.123375415802002,5.123375415802002
21200,1,160,11,1,21,A1,pct_button,20,,,1.941279478073122,False,False,False,8.254022598266602,8.069595336914062,5.123375415802002,4.457433223724365
21208,1,160,12,2,22,A1,pct_button,30,,,0.2405405712127704,False,False,False,8.069595336914062,8.069595336914062,4.457433223724365,4.457433223724365
21216,1,160,13,2,22,A1,pct_button,30,,,3.2816223287582407,False,False,False,8.069595336914062,7.82708740234375,4.457433223724365,3.16404128074646
21224,1,160,14,9,37,C1,pct_button,20,,,2.465232224464417,False,False,False,7.82708740234375,6.817417144775391,3.16404128074646,3.0346157550811768
21232,1,160,15,4,24,A1,pct_button,100,,,4.348647310733796,False,False,False,6.817417144775391,6.646371364593506,3.0346157550811768,1.1038399934768677
21240,1,160,16,11,39,C1,pct_button,50,,,6.314656132459641,False,False,False,6.646371364593506,4.020352840423584,1.1038399934768677,0.6138727068901062
21248,1,160,17,3,23,A1,pct_button,50,,,0.6038840925693518,False,False,False,4.020352840423584,3.572856903076172,0.6138727068901062,0.7981365323066711
21256,1,160,18,11,39,C1,pct_button,50,,,0.5536325931549066,False,False,False,3.572856903076172,2.738881826400757,0.7981365323066711,1.3916001319885254
21264,1,160,19,9,37,C1,pct_button,20,,,1.168132827281952,False,False,False,2.738881826400757,2.1174182891845703,1.3916001319885254,1.4597691297531128
21272,1,160,20,4,24,A1,pct_button,100,,,0.8626096642017369,False,False,False,2.1174182891845703,2.6279115676879883,1.4597691297531128,0.544697105884552
21280,1,160,21,4,24,A1,pct_button,100,,,-0.7944643270969387,False,False,False,2.6279115676879883,3.4366090297698975,0.544697105884552,0.164240300655365
21288,1,160,22,10,38,C1,pct_button,30,,,0.06201698660850564,False,False,False,3.4366090297698975,3.4366090297698975,0.164240300655365,0.164240300655365
21296,1,160,23,11,39,C1,pct_button,50,,,1.7617897558212279,False,False,False,3.4366090297698975,2.4811582565307617,0.164240300655365,0.26121997833251953
21304,1,160,24,6,34,C1,pct_button,5,,,0.3067438924312593,False,False,False,2.4811582565307617,2.3690812587738037,0.26121997833251953,0.2410261034965515
21312,1,160,25,7,35,C1,pct_button,10,,,0.5732723626494411,False,False,False,2.3690812587738037,2.1292595863342285,0.2410261034965515,0.212630495429039
21320,1,160,26,9,37,C1,pct_button,20,,,0.903921475112438,False,False,False,2.1292595863342285,1.8160672187805176,0.212630495429039,0.08790181577205658
21328,1,160,27,2,22,A1,pct_button,30,,,-0.4087898623943327,False,False,False,1.8160672187805176,1.605012059211731,0.08790181577205658,0.5195980072021484
21336,1,160,28,1,21,A1,pct_button,20,,,0.0324922013282778,False,False,False,1.605012059211731,1.605012059211731,0.5195980072021484,0.5195980072021484
21344,1,160,29,6,34,C1,pct_button,5,,,0.0324922013282778,False,False,False,1.605012059211731,1.605012059211731,0.5195980072021484,0.5195980072021484
21352,1,160,30,6,34,C1,pct_button,5,,,0.15159987688064613,False,False,False,1.605012059211731,1.5458612442016602,0.5195980072021484,0.518593430519104
21360,1,160,31,1,21,A1,pct_button,20,,,-0.422876661419868,False,False,False,1.5458612442016602,1.8388805389404297,0.518593430519104,0.4549507796764374
21368,1,160,32,4,24,A1,pct_button,100,,,1.7346063300967216,False,False,False,1.8388805389404297,1.260952353477478,0.4549507796764374,0.17493467032909393
21376,1,160,33,1,21,A1,pct_button,20,,,5.21481033474207,True,True,False,1.260952353477478,8.212677001953125,0.17493467032909393,25.876758575439453
