t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
44920,1,110,-1,,,,,,,,,False,False,False,-6.093164443969727,-6.093164443969727,34.89228820800781,34.89228820800781
44920,1,110,0,0,20,A1,pct_button,10,,,9.895832252502435,False,False,False,-6.093164443969727,-6.603940963745117,34.89228820800781,29.792560577392578
44928,1,110,1,3,23,A1,pct_button,50,,,32.70328017234802,False,False,False,-6.603940963745117,-7.026584148406982,29.792560577392578,13.215700149536133
44936,1,110,2,10,38,C1,pct_button,30,,,9.227488334476947,False,False,False,-7.026584148406982,0.19409818947315216,13.215700149536133,15.587255477905273
44944,1,110,3,11,39,C1,pct_button,50,,,-6.139588760733604,False,False,False,0.19409818947315216,0.4122532308101654,15.587255477905273,18.62425994873047
44952,1,110,4,3,23,A1,pct_button,50,,,-3.883249924182893,False,False,False,0.4122532308101654,-14.30615520477295,18.62425994873047,6.878832817077637
44960,1,110,5,7,35,C1,pct_button,10,,,3.205356893539429,False,False,False,-14.30615520477295,-11.97883415222168,6.878832817077637,7.7962260246276855
44968,1,110,6,11,39,C1,pct_button,50,,,18.1912598618865,False,False,False,-11.97883415222168,0.20384453237056732,7.7962260246276855,10.578408241271973
44976,1,110,7,3,23,A1,pct_button,50,,,7.537300976514816,False,False,False,0.20384453237056732,0.6662936210632324,10.578408241271973,6.413102626800537
44984,1,110,8,11,39,C1,pct_button,50,,,-6.037398245334623,False,False,False,0.6662936210632324,-1.1883043050765991,6.413102626800537,9.006741523742676
44992,1,110,9,9,37,C1,pct_button,20,,,-5.0181980466842635,False,False,False,-1.1883043050765991,-3.205519437789917,9.006741523742676,9.621899604797363
45000,1,110,10,10,38,C1,pct_button,30,,,-6.374011945724485,False,False,False,-3.205519437789917,-6.335153102874756,9.621899604797363,9.835983276367188
45008,1,110,11,9,37,C1,pct_button,20,,,3.856378278732299,False,False,False,-6.335153102874756,-4.718885898590088,9.835983276367188,9.66287899017334
45016,1,110,12,9,37,C1,pct_button,20,,,0.43073098182678193,False,False,False,-4.718885898590088,-5.6830267906188965,9.66287899017334,8.621417045593262
45024,1,110,13,9,37,C1,pct_button,20,,,0.8429075336456309,False,False,False,-5.6830267906188965,-5.953665256500244,8.621417045593262,8.064506530761719
45032,1,110,14,11,39,C1,pct_button,50,,,9.005676269531252,False,False,False,-5.953665256500244,-1.2988548278808594,8.064506530761719,8.30754280090332
45040,1,110,15,11,39,C1,pct_button,50,,,-0.3693012619018552,False,False,False,-1.2988548278808594,-4.239142894744873,8.30754280090332,5.645754337310791
45048,1,110,16,9,37,C1,pct_button,20,,,-4.147558031082154,False,False,False,-4.239142894744873,-4.890566825866699,5.645754337310791,7.183853626251221
45056,1,110,17,1,21,A1,pct_button,20,,,6.890048856735229,False,False,False,-4.890566825866699,-4.621754169464111,7.183853626251221,4.089756965637207
45064,1,110,18,2,22,A1,pct_button,30,,,5.822926970124245,False,False,False,-4.621754169464111,-5.5142502784729,4.089756965637207,0.3393332064151764
45072,1,110,19,11,39,C1,pct_button,50,,,-11.565813519954682,False,False,False,-5.5142502784729,-4.578586101531982,0.3393332064151764,7.170393943786621
45080,1,110,20,10,38,C1,pct_button,30,,,6.700385384559633,False,False,False,-4.578586101531982,-2.9395711421966553,7.170393943786621,5.539001941680908
45088,1,110,21,2,22,A1,pct_button,30,,,2.2156927895545966,False,False,False,-2.9395711421966553,-6.811256408691406,5.539001941680908,0.6288715600967407
45096,1,110,22,3,23,A1,pct_button,50,,,-6.447232308387756,False,False,False,-6.811256408691406,-8.248432159423828,0.6288715600967407,2.5179760456085205
