t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after,A2_before,A2_after,B2_before,B2_after,A3_before,A3_after,S3_before,S3_after,C3_before,C3_after
21704,4,180,-1,,,,,,,,,False,False,False,-16.444480895996094,-16.444480895996094,5.576052665710449,5.576052665710449,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21704,4,180,0,2,22,A1,pct_button,30,,,9.50751334428787,False,False,False,-16.444480895996094,-16.683544158935547,5.576052665710449,0.7525941133499146,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21712,4,180,1,3,23,A1,pct_button,50,,,-2.6537635231018033,False,False,False,-16.683544158935547,-16.41547203063965,0.7525941133499146,2.5320229530334473,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21720,4,180,2,10,38,C1,pct_button,30,,,9.21871533870697,False,False,False,-16.41547203063965,-12.011877059936523,2.5320229530334473,2.4660394191741943,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21728,4,180,3,0,20,A1,pct_button,10,,,0.2795583295822135,False,False,False,-12.011877059936523,-12.011877059936523,2.4660394191741943,2.4660394191741943,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21736,4,180,4,7,35,C1,pct_button,10,,,2.329485878944398,False,False,False,-12.011877059936523,-10.861757278442383,2.4660394191741943,2.5808422565460205,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21744,4,180,5,4,24,A1,pct_button,100,,,5.146657046079637,False,False,False,-10.861757278442383,-10.72284984588623,2.5808422565460205,0.25116127729415894,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21752,4,180,6,9,37,C1,pct_button,20,,,5.0274067646265035,False,False,False,-10.72284984588623,-8.335175514221191,0.25116127729415894,0.20553937554359436,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21760,4,180,7,1,21,A1,pct_button,20,,,-1.6298147773742662,False,False,False,-8.335175514221191,-8.509190559387207,0.20553937554359436,0.9358824491500854,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21768,4,180,8,3,23,A1,pct_button,50,,,-3.286009790897369,False,False,False,-8.509190559387207,-9.726676940917969,0.9358824491500854,1.4683512449264526,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21776,4,180,9,8,36,C1,pct_button,15,,,3.3315676927566518,False,False,False,-9.726676940917969,-8.110897064208984,1.4683512449264526,1.509551763534546,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21784,4,180,10,9,37,C1,pct_button,20,,,3.490878756046296,False,False,False,-8.110897064208984,-6.241926193237305,1.509551763534546,1.7075783014297485,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21792,4,180,11,6,34,C1,pct_button,5,,,0.8453880882263183,False,False,False,-6.241926193237305,-5.973453521728516,1.7075783014297485,1.6243348121643066,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21800,4,180,12,7,35,C1,pct_button,10,,,1.1840048909187322,False,False,False,-5.973453521728516,-5.569552898406982,1.6243348121643066,1.5019479990005493,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21808,4,180,13,10,38,C1,pct_button,30,,,3.0579083442687995,False,False,False,-5.569552898406982,-4.574532508850098,1.5019479990005493,1.018949031829834,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21816,4,180,14,2,22,A1,pct_button,30,,,1.1537146544456485,False,False,False,-4.574532508850098,-4.30687952041626,1.018949031829834,0.7553671598434448,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21824,4,180,15,10,38,C1,pct_button,30,,,3.7615393877029426,False,False,False,-4.30687952041626,-2.667606830596924,0.7553671598434448,0.5409557819366455,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21832,4,180,16,2,22,A1,pct_button,30,,,0.6403143990039826,False,False,False,-2.667606830596924,-2.6767075061798096,0.5409557819366455,0.23582321405410767,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21840,4,180,17,2,22,A1,pct_button,30,,,-0.22862733259797108,False,False,False,-2.6767075061798096,-2.9985313415527344,0.23582321405410767,0.053836725652217865,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21848,4,180,18,11,39,C1,pct_button,50,,,1.9399039047956463,False,False,False,-2.9985313415527344,-1.5118104219436646,0.053836725652217865,0.5865896940231323,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21856,4,180,19,6,34,C1,pct_button,5,,,-0.06978677868843096,False,False,False,-1.5118104219436646,-1.5443202257156372,0.5865896940231323,0.6054711937904358,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21864,4,180,20,2,22,A1,pct_button,30,,,-2.975122663974762,False,False,False,-1.5443202257156372,-1.497522234916687,0.6054711937904358,2.171520948410034,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
21872,4,180,21,3,23,A1,pct_button,50,,,4.278854238241911,False,False,False,-1.497522234916687,-1.4634650945663452,2.171520948410034,0.07655113190412521,479.9034423828125,479.9034423828125,201.95321655273438,201.95321655273438,2059.733154296875,2059.733154296875,1782.9129638671875,1782.9129638671875,-1869.9093017578125,-1869.9093017578125
