t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
29360,4,230,-1,,,,,,,,,False,False,False,-3.309519052505493,-3.309519052505493,43.575355529785156,43.575355529785156
29360,4,230,0,2,22,A1,pct_button,30,,,39.562987632751465,False,False,False,-3.309519052505493,-10.521771430969238,43.575355529785156,16.850330352783203
29368,4,230,1,3,23,A1,pct_button,50,,,0.5374420356750471,False,False,False,-10.521771430969238,-10.521771430969238,16.850330352783203,16.850330352783203
29376,4,230,2,0,20,A1,pct_button,10,,,4.799065666198734,False,False,False,-10.521771430969238,-11.356229782104492,16.850330352783203,13.863536834716797
29384,4,230,3,3,23,A1,pct_button,50,,,19.333024888038633,False,False,False,-11.356229782104492,-14.254125595092773,13.863536834716797,1.4511816501617432
29392,4,230,4,4,24,A1,pct_button,100,,,2.019072034955025,False,False,False,-14.254125595092773,-14.576520919799805,1.4511816501617432,0.26264193654060364
29400,4,230,5,3,23,A1,pct_button,50,,,1.0902023768424998,False,False,False,-14.576520919799805,-14.401799201965332,0.26264193654060364,0.03159642219543457
29408,4,230,6,12,40,C1,pct_button,100,,,23.217445544600483,False,False,False,-14.401799201965332,2.4519875049591064,0.03159642219543457,0.3961668908596039
29416,4,230,7,4,24,A1,pct_button,100,,,-3.489050514698029,False,False,False,2.4519875049591064,2.4493579864501953,0.3961668908596039,2.184661865234375
29424,4,230,8,6,34,C1,pct_button,5,,,0.3112627124786369,False,False,False,2.4493579864501953,2.352569580078125,2.184661865234375,2.1660046577453613
29432,4,230,9,5,33,C1,pct_button,1,,,0.15121343135833754,False,False,False,2.352569580078125,2.3210723400115967,2.1660046577453613,2.1617231369018555
29440,4,230,10,2,22,A1,pct_button,30,,,3.2357376360893255,False,False,False,2.3210723400115967,1.671942949295044,2.1617231369018555,1.2168718576431274
29448,4,230,11,11,39,C1,pct_button,50,,,9.326096062883735,True,True,False,1.671942949295044,-19.768827438354492,1.2168718576431274,47.99769592285156
