t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
5912,0,40,-1,,,,,,,,,False,False,False,8.1010103225708,8.1010103225708,8.739371299743652,8.739371299743652
5912,0,40,0,7,35,C1,pct_button,10,,,2.284271068573,False,False,False,8.1010103225708,6.984061241149902,8.739371299743652,8.86770248413086
5920,0,40,1,2,22,A1,pct_button,30,,,4.440682945251465,False,False,False,6.984061241149902,6.484617710113525,8.86770248413086,7.279445171356201
5928,0,40,2,8,36,C1,pct_button,15,,,1.9411282825469962,False,False,False,6.484617710113525,5.221201419830322,7.279445171356201,7.696474075317383
5936,0,40,3,11,39,C1,pct_button,50,,,0.24835350990295324,False,False,False,5.221201419830322,5.221201419830322,7.696474075317383,7.696474075317383
5944,0,40,4,12,40,C1,pct_button,100,,,6.89268391609192,False,False,False,5.221201419830322,-1.6428303718566895,7.696474075317383,7.919122695922852
5952,0,40,5,8,36,C1,pct_button,15,,,0.43277855396270737,False,False,False,-1.6428303718566895,-1.4506628513336182,7.919122695922852,7.984250068664551
5960,0,40,6,11,39,C1,pct_button,50,,,-1.5542247152328506,False,False,False,-1.4506628513336182,-1.5417349338531494,7.984250068664551,8.768391609191895
5968,0,40,7,4,24,A1,pct_button,100,,,0.19620253086089945,False,False,False,-1.5417349338531494,-1.5417349338531494,8.768391609191895,8.768391609191895
5976,0,40,8,3,23,A1,pct_button,50,,,5.365411920547485,False,False,False,-1.5417349338531494,-2.04451847076416,8.768391609191895,5.654896259307861
5984,0,40,9,12,40,C1,pct_button,100,,,1.5799159181118012,False,False,False,-2.04451847076416,0.7759446501731873,5.654896259307861,6.198254108428955
5992,0,40,10,0,20,A1,pct_button,10,,,1.3427801823616023,False,False,False,0.7759446501731873,0.6503423452377319,6.198254108428955,5.711080551147461
6000,0,40,11,0,20,A1,pct_button,10,,,1.3978806197643274,False,False,False,0.6503423452377319,0.5378486514091492,5.711080551147461,5.1767802238464355
6008,0,40,12,1,21,A1,pct_button,20,,,2.7228373658657077,False,False,False,0.5378486514091492,0.125135600566864,5.1767802238464355,4.266995906829834
6016,0,40,13,4,24,A1,pct_button,100,,,3.9137540388107306,False,False,False,0.125135600566864,-1.4156430959701538,4.266995906829834,1.0391594171524048
6024,0,40,14,5,33,C1,pct_button,1,,,0.03909605026245156,False,False,False,-1.4156430959701538,-1.4156430959701538,1.0391594171524048,1.0391594171524048
6032,0,40,15,8,36,C1,pct_button,15,,,0.22380806922912622,False,False,False,-1.4156430959701538,-1.2080066204071045,1.0391594171524048,1.1535069942474365
6040,0,40,16,2,22,A1,pct_button,30,,,0.006612598896026398,False,False,False,-1.2080066204071045,-1.4014267921447754,1.1535069942474365,0.9755502939224243
6048,0,40,17,0,20,A1,pct_button,10,,,0.06567035675048839,False,False,False,-1.4014267921447754,-1.5257415771484375,0.9755502939224243,0.8370280265808105
6056,0,40,18,1,21,A1,pct_button,20,,,0.037255392074585066,False,False,False,-1.5257415771484375,-1.5257415771484375,0.8370280265808105,0.8370280265808105
6064,0,40,19,0,20,A1,pct_button,10,,,0.3147821533679964,False,False,False,-1.5257415771484375,-1.467431664466858,0.8370280265808105,0.7551729083061218
6072,0,40,20,12,40,C1,pct_button,100,,,4.029003758430481,True,True,False,-1.467431664466858,10.125948905944824,0.7551729083061218,38.77745056152344
