t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after
10672,0,20,-1,,,,,,,,,False,False,False,6.621114253997803,6.621114253997803,36.36779022216797,36.36779022216797
10672,0,20,0,11,39,C1,pct_button,50,,,29.510695681571956,False,False,False,6.621114253997803,2.4696834087371826,36.36779022216797,26.044010162353516
10680,0,20,1,11,39,C1,pct_button,50,,,-18.36241508483887,False,False,False,2.4696834087371826,-6.3180646896362305,26.044010162353516,31.75254249572754
10688,0,20,2,1,21,A1,pct_button,20,,,19.356150026321412,False,False,False,-6.3180646896362305,-4.024967670440674,31.75254249572754,24.649307250976562
10696,0,20,3,4,24,A1,pct_button,100,,,14.85421899795532,False,False,False,-4.024967670440674,-8.318603515625,24.649307250976562,13.138129234313965
10704,0,20,4,1,21,A1,pct_button,20,,,3.9100474548339843,False,False,False,-8.318603515625,-7.995877265930176,13.138129234313965,11.697768211364746
10712,0,20,5,10,38,C1,pct_button,30,,,3.4890828514099095,False,False,False,-7.995877265930176,-6.8092451095581055,11.697768211364746,11.316112518310547
10720,0,20,6,9,37,C1,pct_button,20,,,-0.6498544406890849,False,False,False,-6.8092451095581055,-5.041656017303467,11.316112518310547,13.589944839477539
10728,0,20,7,1,21,A1,pct_button,20,,,0.3626320171356221,False,False,False,-5.041656017303467,-5.041656017303467,13.589944839477539,13.589944839477539
10736,0,20,8,1,21,A1,pct_button,20,,,4.594413347244261,False,False,False,-5.041656017303467,-3.28202486038208,13.589944839477539,13.212312698364258
10744,0,20,9,2,22,A1,pct_button,30,,,10.065902633666992,False,False,False,-3.28202486038208,-7.213757514953613,13.212312698364258,4.358349800109863
10752,0,20,10,4,24,A1,pct_button,100,,,0.22144214630126924,False,False,False,-7.213757514953613,-7.213757514953613,4.358349800109863,4.358349800109863
10760,0,20,11,3,23,A1,pct_button,50,,,-9.594629688262936,False,False,False,-7.213757514953613,-7.230481147766113,4.358349800109863,9.299238204956055
10768,0,20,12,3,23,A1,pct_button,50,,,-8.493700275421142,False,False,False,-7.230481147766113,-12.010270118713379,9.299238204956055,8.971113204956055
10776,0,20,13,6,34,C1,pct_button,5,,,2.22616912841797,False,False,False,-12.010270118713379,-10.96468448638916,8.971113204956055,9.09925365447998
10784,0,20,14,5,33,C1,pct_button,1,,,0.9299791145324698,False,False,False,-10.96468448638916,-10.719613075256348,9.09925365447998,9.072254180908203
10792,0,20,15,12,40,C1,pct_button,100,,,4.838109731674193,False,False,False,-10.719613075256348,9.608054161071777,9.072254180908203,7.935190677642822
10800,0,20,16,11,39,C1,pct_button,50,,,13.029088673591614,False,False,False,9.608054161071777,2.1754801273345947,7.935190677642822,8.95957088470459
10808,0,20,17,4,24,A1,pct_button,100,,,-1.6003561019897445,False,False,False,2.1754801273345947,6.894991874694824,8.95957088470459,5.155744552612305
10816,0,20,18,2,22,A1,pct_button,30,,,-3.0986544799804694,False,False,False,6.894991874694824,7.466310977935791,5.155744552612305,6.266076564788818
10824,0,20,19,9,37,C1,pct_button,20,,,3.440597200393677,False,False,False,7.466310977935791,7.871879577636719,6.266076564788818,4.256493091583252
10832,0,20,20,11,39,C1,pct_button,50,,,3.65848204612732,False,False,False,7.871879577636719,4.253245830535889,4.256493091583252,6.144866943359375
10840,0,20,21,5,33,C1,pct_button,1,,,0.08479037284851089,False,False,False,4.253245830535889,4.292994499206543,6.144866943359375,6.162275791168213
10848,0,20,22,2,22,A1,pct_button,30,,,12.35371891260147,False,False,False,4.292994499206543,2.3667845726013184,6.162275791168213,1.9497920274734497
10856,0,20,23,9,37,C1,pct_button,20,,,-2.1611560273170465,False,False,False,2.3667845726013184,1.4666131734848022,1.9497920274734497,3.9800076484680176
10864,0,20,24,5,33,C1,pct_button,1,,,-0.463476173877716,False,False,False,1.4666131734848022,1.6402615308761597,3.9800076484680176,4.090404033660889
10872,0,20,25,3,23,A1,pct_button,50,,,0.10461331129074104,False,False,False,1.6402615308761597,1.6402615308761597,4.090404033660889,4.090404033660889
