t,env_id,episode_id,step_in_ep,action_sub_idx,base_action_idx,target,type,pct,step,dir,reward,done,gate_ok,deviation_exploded,C1_before,C1_after,A1_before,A1_after,A2_before,A2_after,B2_before,B2_after,A3_before,A3_after,S3_before,S3_after,C3_before,C3_after
25976,1,230,-1,,,,,,,,,False,False,False,-0.19688662886619568,-0.19688662886619568,31.58500862121582,31.58500862121582,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
25976,1,230,0,11,39,C1,pct_button,50,,,-0.0946573954820613,False,False,False,-0.19688662886619568,-0.25870832800865173,31.58500862121582,31.886972427368164,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
25984,1,230,1,10,38,C1,pct_button,30,,,-0.5657735383510618,False,False,False,-0.25870832800865173,-0.45379894971847534,31.886972427368164,32.297279357910156,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
25992,1,230,2,0,20,A1,pct_button,10,,,40.658380928039556,False,False,False,-0.45379894971847534,-1.8759243488311768,32.297279357910156,10.666386604309082,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
26000,1,230,3,2,22,A1,pct_button,30,,,11.44289029598236,False,False,False,-1.8759243488311768,-3.25287127494812,10.666386604309082,3.6318416595458984,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
26008,1,230,4,7,35,C1,pct_button,10,,,0.9300799608230592,False,False,False,-3.25287127494812,-2.946159839630127,3.6318416595458984,3.5333077907562256,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
26016,1,230,5,3,23,A1,pct_button,50,,,5.1644281488657,False,False,False,-2.946159839630127,-3.4806766510009766,3.5333077907562256,0.4508925974369049,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
26024,1,230,6,2,22,A1,pct_button,30,,,-1.1911435937881463,False,False,False,-3.4806766510009766,-3.4388179779052734,0.4508925974369049,1.129001259803772,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
26032,1,230,7,12,40,C1,pct_button,100,,,1.4809460413455964,False,False,False,-3.4388179779052734,0.9919450879096985,1.129001259803772,2.8690106868743896,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
26040,1,230,8,10,38,C1,pct_button,30,,,0.3286683350801469,False,False,False,0.9919450879096985,0.4574463665485382,2.8690106868743896,3.2714643478393555,289.91778564453125,289.91778564453125,306.2275390625,306.2275390625,2132.97998046875,2132.97998046875,2059.15625,2059.15625,-2945.296875,-2945.296875
26048,1,230,9,2,22,A1,pct_button,30,,,11.666951441764832,True,True,False,0.4574463665485382,-9.160456657409668,3.2714643478393555,32.11286544799805,289.91778564453125,102.9596176147461,306.2275390625,138.92820739746094,2132.97998046875,2077.724609375,2059.15625,1621.48974609375,-2945.296875,-2330.925537109375
